verbatim_name,canonical_name,resolved_taxon_id,accepted_canonical_name,source,confidence,gbif_match_type,notes
"Megachile dentitarsus Sladen, 1919",megachile dentitarsus,459127,megachile dentitarsus,exact,1.0,,
"Megachile fidelis Cresson, 1878",megachile fidelis,309381,megachile fidelis,exact,1.0,,
Megachile gemula,megachile gemula,199135,megachile gemula,exact,1.0,,
"Megachile gemula Cresson, 1878",megachile gemula,199135,megachile gemula,exact,1.0,,
Megachile gemula cressonii,megachile gemula,199135,megachile gemula,exact,1.0,,
Megachile gemula fulvogemula,megachile gemula,199135,megachile gemula,exact,1.0,,
"Megachile gravita Mitchell, 1934",megachile gravita,361598,megachile gravita,exact,1.0,,
"Megachile melanophaea Smith, 1853",megachile melanophaea,199132,megachile melanophaea,exact,1.0,,
Megachile parallela,megachile parallela,203033,megachile parallela,exact,1.0,,
"Megachile parallela Smith, 1853",megachile parallela,203033,megachile parallela,exact,1.0,,
"Megachile pascoensis Mitchell, 1934",megachile pascoensis,361579,megachile pascoensis,exact,1.0,,
Megachile perihirta,megachile perihirta,224501,megachile perihirta,exact,1.0,,
Megachile pugnata,megachile pugnata,198850,megachile pugnata,exact,1.0,,
"Megachile rotundata (Fabricius, 1793)",megachile rotundata,52783,megachile rotundata,exact,1.0,,
Megachile snowi,megachile snowi,556550,megachile snowi,exact,1.0,,
Megachile subnigra,megachile subnigra,224502,megachile subnigra,exact,1.0,,
"Megachile texana Cresson, 1878",megachile texana,199128,megachile texana,exact,1.0,,
Megachile umatillensis,megachile umatillensis,271627,megachile umatillensis,exact,1.0,,
"Megachile umatillensis (Mitchell, 1927)",megachile umatillensis,271627,megachile umatillensis,exact,1.0,,
"Melecta pacifica Cresson, 1879",melecta pacifica,236822,melecta pacifica,exact,1.0,,
Melecta pacifica fulvida,melecta pacifica,236822,melecta pacifica,exact,1.0,,
Melecta separata separata,melecta separata,361455,melecta separata,exact,1.0,,
"Melecta thoracica Cresson, 1875",melecta thoracica,459065,melecta thoracica,exact,1.0,,
"Melissodes agilis Cresson, 1879",melissodes agilis,52780,melissodes agilis,exact,1.0,,
Melissodes bimatris,melissodes bimatris,224857,melissodes bimatris,exact,1.0,,
"Melissodes communis Cresson, 1879",melissodes communis,224858,melissodes communis,exact,1.0,,
Melissodes dagosa,melissodes dagosa,747239,melissodes dagosus,gbif,0.98,VARIANT,
Melissodes glenwoodensis,melissodes glenwoodensis,747204,melissodes glenwoodensis,exact,1.0,,
Melissodes grindeliae,melissodes grindeliae,224861,melissodes grindeliae,exact,1.0,,
Melissodes lupinus,melissodes lupinus,709268,melissodes lupinus,exact,1.0,,
"Melissodes lupinus Cresson, 1879",melissodes lupinus,709268,melissodes lupinus,exact,1.0,,
Melissodes menuachus,melissodes menuachus,224865,melissodes menuachus,exact,1.0,,
"Melissodes metenuus Cockerell, 1923",melissodes metenuus,747205,melissodes metenuus,exact,1.0,,
"Melissodes microstictus Cockerell, 1783",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1788",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1790",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1791",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1792",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1793",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1794",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1795",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1798",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1799",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1802",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1804",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1805",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1806",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1807",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1810",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1814",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1816",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1817",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1819",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1822",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1823",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1829",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1830",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1831",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1832",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1833",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1836",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1837",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1838",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1842",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1848",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1850",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1852",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1855",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1858",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1859",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1861",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1863",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1864",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1865",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1867",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1868",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1870",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1871",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1874",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1876",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1879",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1883",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1885",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1888",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1892",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1894",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1898",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1901",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
"Melissodes microstictus Cockerell, 1902",melissodes microstictus,747170,melissodes microstictus,exact,1.0,,
Melissodes microstitus,melissodes microstitus,747170,melissodes microstictus,gbif,0.96,VARIANT,
Melissodes pallidisgnatus,melissodes pallidisgnatus,1341026,melissodes pallidisignatus,gbif,0.96,VARIANT,
"Melissodes pallidisignatus Cockerell, 1905",melissodes pallidisignatus,1341026,melissodes pallidisignatus,exact,1.0,,
Melissodes rivalis,melissodes rivalis,224868,melissodes rivalis,exact,1.0,,
Melissodes semilupinus,melissodes semilupinus,747190,melissodes semilupinus,exact,1.0,,
Nomada aldrichi,nomada aldrichi,459138,nomada aldrichi,exact,1.0,,
Nomada bella,nomada bella,1426453,nomada bella,exact,1.0,,
Nomada civilis,nomada civilis,1447866,nomada civilis,exact,1.0,,
"Nomada civilis spokanensis Cockerell, 1910",nomada civilis,1447866,nomada civilis,exact,1.0,,
"Nomada collinsiana Cockerell, 1905",nomada collinsiana,1028061,nomada collinsiana,exact,1.0,,
Nomada cuneata,nomada cuneata,1426456,nomada cuneata,exact,1.0,,
"Nomada edwardsii Cresson, 1878",nomada edwardsii,1426379,nomada edwardsii,exact,1.0,,
Nomada edwardsii edwardsii,nomada edwardsii,1426379,nomada edwardsii,exact,1.0,,
Nomada erythrochroa,nomada erythrochroa,1339338,nomada erythrochroa,exact,1.0,,
"Nomada erythrochroa Cockerell, 1903",nomada erythrochroa,1339338,nomada erythrochroa,exact,1.0,,
"Nomada grayi eastonensis Cockerell, 1903",nomada grayi,1030777,nomada grayi,exact,1.0,,
Nomada hesperia hesperia,nomada hesperia,1339352,nomada hesperia,exact,1.0,,
"Nomada itamera Cockerell, 1910",nomada itamera,1339357,nomada itamera,exact,1.0,,
"Nomada kincaidiana Cockerell, 1903",nomada kincaidiana,1588468,nomada kincaidiana,exact,1.0,,
"Nomada malonella Cockerell, 1910",nomada malonella,1339372,nomada malonella,exact,1.0,,
Nomada mutans,nomada mutans,1426451,nomada mutans,exact,1.0,,
"Nomada orcusella Cockerell, 1910",nomada orcusella,1339395,nomada orcusella,exact,1.0,,
"Nomada pascoensis Cockerell, 1903",nomada pascoensis,880853,nomada pascoensis,exact,1.0,,
"Nomada perplexans Cockerell, 1910",nomada perplexans,1339407,nomada perplexans,exact,1.0,,
Nomada pulsatillae,nomada pulsatillae,1447850,nomada pulsatillae,exact,1.0,,
Nomada rivalis,nomada rivalis,1339416,nomada rivalis,exact,1.0,,
"Nomada scita Cresson, 1878",nomada scita,1339034,nomada scita,exact,1.0,,
Nomada ultima,nomada ultima,1030778,nomada ultima,exact,1.0,,
"Nomada washingtoni Cockerell, 1903",nomada washingtoni,1339464,nomada washingtoni,exact,1.0,,
Osmia aglaia,osmia aglaia,628304,osmia aglaia,exact,1.0,,
"Osmia atriventris Cresson, 1864",osmia atriventris,199126,osmia atriventris,exact,1.0,,
Osmia atrocyanea atrocyanea,osmia atrocyanea,361572,osmia atrocyanea,exact,1.0,,
"Osmia atrocyanea Cockerell, 1897",osmia atrocyanea,361572,osmia atrocyanea,exact,1.0,,
"Osmia bella Cresson, 1878",osmia bella,453739,osmia bella,exact,1.0,,
"Osmia brevis Cresson, 1864",osmia brevis,361576,osmia brevis,exact,1.0,,
"Osmia bruneri Cockerell, 1897",osmia bruneri,452714,osmia bruneri,exact,1.0,,
"Osmia caerulescens (Linnaeus, 1758)",osmia caerulescens,199124,osmia caerulescens,exact,1.0,,
"Osmia cahuilla Cooper, 1993",osmia cahuilla,345175,osmia cahuilla,exact,1.0,,
Osmia californica,osmia californica,226664,osmia californica,exact,1.0,,
"Osmia californica Cresson, 1864",osmia californica,226664,osmia californica,exact,1.0,,
"Osmia cyanella Cockerell, 1897",osmia cyanella,361599,osmia cyanella,exact,1.0,,
"Osmia cyanopoda Cockerell, 1916",osmia cyanopoda,361600,osmia cyanopoda,exact,1.0,,
Osmia dakotensis,osmia dakotensis,628306,osmia dakotensis,exact,1.0,,
"Osmia dolerosa Sandhouse, 1939",osmia dolerosa,345174,osmia dolerosa,exact,1.0,,
"Osmia ednae Cockerell, 1907",osmia ednae,453652,osmia ednae,exact,1.0,,
Osmia exigua,osmia exigua,344904,osmia exigua,exact,1.0,,
"Osmia grindeliae Cockerell, 1910",osmia grindeliae,226671,osmia grindeliae,exact,1.0,,
"Osmia inermis (Zetterstedt, 1838)",osmia inermis,199121,osmia inermis,exact,1.0,,
"Osmia integra Cresson, 1878",osmia integra,226673,osmia integra,exact,1.0,,
"Osmia inurbana Cresson, 1878",osmia inurbana,452754,osmia inurbana,exact,1.0,,
"Osmia iridis Cockerell & Titus, 1902",osmia iridis,505138,osmia iridis,exact,1.0,,
"Osmia lignaria Say, 1837",osmia lignaria,121507,osmia lignaria,exact,1.0,,
"Osmia malina Cockerell, 1909",osmia malina,361608,osmia malina,exact,1.0,,
"Osmia marginipennis Cresson, 1878",osmia marginipennis,308800,osmia marginipennis,exact,1.0,,
Osmia montana,osmia montana,226675,osmia montana,exact,1.0,,
"Osmia montana Cresson, 1864",osmia montana,226675,osmia montana,exact,1.0,,
Osmia nanula,osmia nanula,226676,osmia nanula,exact,1.0,,
"Osmia nanula Cockerell, 1897",osmia nanula,226676,osmia nanula,exact,1.0,,
"Osmia nemoris Sandhouse, 1924",osmia nemoris,345173,osmia nemoris,exact,1.0,,
Osmia nigrifrons,osmia nigrifrons,361609,osmia nigrifrons,exact,1.0,,
"Osmia nigrifrons Cresson, 1878",osmia nigrifrons,361609,osmia nigrifrons,exact,1.0,,
"Osmia obliqua White, 1952",osmia obliqua,452758,osmia obliqua,exact,1.0,,
"Osmia odontogaster Cockerell, 1897",osmia odontogaster,361610,osmia odontogaster,exact,1.0,,
"Osmia paradisica Sandhouse, 1924",osmia paradisica,226678,osmia paradisica,exact,1.0,,
Osmia penstemonis,osmia penstemonis,452759,osmia pentstemonis,gbif,0.96,VARIANT,
"Osmia pentstemonis Cockerell, 1906",osmia pentstemonis,452759,osmia pentstemonis,exact,1.0,,
Osmia pikei,osmia pikei,452760,osmia pikei,exact,1.0,,
"Osmia pulsatillae Cockerell, 1907",osmia pulsatillae,452761,osmia pulsatillae,exact,1.0,,
Osmia pusilla,osmia pusilla,361611,osmia pusilla,exact,1.0,,
"Osmia pusilla Cresson, 1864",osmia pusilla,361611,osmia pusilla,exact,1.0,,
Osmia raritatis,osmia raritatis,361612,osmia raritatis,exact,1.0,,
"Osmia regulina Cockerell, 1911",osmia regulina,361613,osmia regulina,exact,1.0,,
"Osmia sculleni Sandhouse, 1939",osmia sculleni,452762,osmia sculleni,exact,1.0,,
Osmia sedula,osmia sedula,452763,osmia sedula,exact,1.0,,
Osmia simillima,osmia simillima,198851,osmia simillima,exact,1.0,,
"Osmia simillima Smith, 1853",osmia simillima,198851,osmia simillima,exact,1.0,,
Osmia subaustralis,osmia subaustralis,226682,osmia subaustralis,exact,1.0,,
Osmia thysanisca,osmia thysanisca,226685,osmia thysanisca,exact,1.0,,
"Osmia thysanisca Michener, 1957",osmia thysanisca,226685,osmia thysanisca,exact,1.0,,
Osmia trevoris,osmia trevoris,226686,osmia trevoris,exact,1.0,,
"Osmia trifoliama Sandhouse, 1939",osmia trifoliama,1037880,osmia trifoliama,exact,1.0,,
Osmia unca,osmia unca,452764,osmia unca,exact,1.0,,
Panurginus cf. atriceps,panurginus,252761,panurginus,exact,1.0,,
Panurginus ineptus,panurginus ineptus,459037,panurginus ineptus,exact,1.0,,
Perdita ciliata,perdita ciliata,571999,perdita ciliata,exact,1.0,,
"Perdita nevadensis Cockerell, 1896",perdita nevadensis,458984,perdita nevadensis,exact,1.0,,
Perdita nevadensis nevadensis,perdita nevadensis,458984,perdita nevadensis,exact,1.0,,
Perdita wyomingensis sculleni,perdita wyomingensis,543550,perdita wyomingensis,exact,1.0,,
"Sphecodes arvensiformis Cockerell, 1904",sphecodes arvensiformis,904739,sphecodes arvensiformis,exact,1.0,,
"Sphecodes columbiae Cockerell, 1906",sphecodes columbiae,1339491,sphecodes columbiae,exact,1.0,,
Sphecodes minor,sphecodes minor,199064,sphecodes minor,exact,1.0,,
Sphecodes washingtoni,sphecodes washingtoni,1339510,sphecodes washingtoni,exact,1.0,,
"Stelis callura Cockerell, 1925",stelis callura,231506,stelis callura,exact,1.0,,
"Stelis foederalis Smith, 1854",stelis foederalis,459156,stelis foederalis,exact,1.0,,
"Stelis holocyanea (Cockerell, 1925)",stelis holocyanea,1023981,stelis holocyanea,exact,1.0,,
"Stelis laticincta Cresson, 1878",stelis laticincta,346308,stelis laticincta,exact,1.0,,
"Stelis nitida Cresson, 1878",stelis nitida,459159,stelis nitida,exact,1.0,,
Stelis occidentalis,stelis occidentalis,459160,stelis occidentalis,exact,1.0,,
"Stelis pavonina (Cockerell, 1908)",stelis pavonina,1339515,stelis pavonina,exact,1.0,,
"Stelis subemarginata Cresson, 1878",stelis subemarginata,361624,stelis subemarginata,exact,1.0,,
"Stelis subglauca (Cockerell, 1925)",stelis subglauca,1588474,stelis subglauca,exact,1.0,,
"Triepeolus grindeliae Cockerell, 1907",triepeolus grindeliae,1339546,triepeolus grindeliae,exact,1.0,,
"Triepeolus helianthi (Robertson, 1897)",triepeolus helianthi,452937,triepeolus helianthi,exact,1.0,,
Triepeolus paenepectoralis,triepeolus paenepectoralis,459167,triepeolus paenepectoralis,exact,1.0,,
"Triepeolus texanus (Cresson, 1878)",triepeolus texanus,459171,triepeolus texanus,exact,1.0,,
"Agapostemon angelicus Cockerell, 1924",agapostemon angelicus,270393,agapostemon angelicus,exact,1.0,,
Agapostemon angelicus/texanus,agapostemon angelicus/texanus,606634,agapostemon,slash_lca,1.0,,LCA of agapostemon angelicus + agapostemon texanus
Agapostemon virescens,agapostemon virescens,82530,agapostemon virescens,exact,1.0,,
Andrena aculeata,andrena aculeata,458995,andrena aculeata,exact,1.0,,
Andrena amphibola,andrena amphibola,453646,andrena amphibola,exact,1.0,,
"Andrena anisochlora Cockerell, 1936",andrena anisochlora,361384,andrena anisochlora,exact,1.0,,
Andrena astragali,andrena astragali,336467,andrena astragali,exact,1.0,,
Andrena auricoma,andrena auricoma,361386,andrena auricoma,exact,1.0,,
"Andrena auricoma Smith, 1879",andrena auricoma,361386,andrena auricoma,exact,1.0,,
Andrena berberidis,andrena berberidis,458996,andrena berberidis,exact,1.0,,
"Andrena birtwelli Cockerell, 1901",andrena birtwelli,458997,andrena birtwelli,exact,1.0,,
"Andrena buckelli Viereck, 1924",andrena buckelli,213581,andrena buckelli,exact,1.0,,
"Andrena caerulea Smith, 1879",andrena caerulea,335694,andrena caerulea,exact,1.0,,
"Andrena candida Smith, 1879",andrena candida,309427,andrena candida,exact,1.0,,
"Andrena carlini Cockerell, 1901",andrena carlini,199001,andrena carlini,exact,1.0,,
Andrena chapmanae,andrena chapmanae,459000,andrena chapmanae,exact,1.0,,
"Andrena chapmanae Viereck, 1904",andrena chapmanae,459000,andrena chapmanae,exact,1.0,,
"Andrena chlorogaster Viereck, 1904",andrena chlorogaster,346691,andrena chlorogaster,exact,1.0,,
Andrena chlorura,andrena chlorura,271491,andrena chlorura,exact,1.0,,
"Andrena cleodora (Viereck, 1904)",andrena cleodora,459003,andrena cleodora,exact,1.0,,
Andrena columbiana,andrena columbiana,459005,andrena columbiana,exact,1.0,,
Andrena commoda,andrena commoda,199013,andrena commoda,exact,1.0,,
Andrena crataegi,andrena crataegi,199011,andrena crataegi,exact,1.0,,
"Andrena crataegi Robertson, 1893",andrena crataegi,199011,andrena crataegi,exact,1.0,,
"Andrena cressonii infasciata Lanham, 1949",andrena cressonii,199010,andrena cressonii,exact,1.0,,
"Andrena cressonii Robertson, 1891",andrena cressonii,199010,andrena cressonii,exact,1.0,,
"Andrena erythrogaster (Ashmead, 1890)",andrena erythrogaster,198995,andrena erythrogaster,exact,1.0,,
Andrena flocculosa,andrena flocculosa,573222,andrena flocculosa,exact,1.0,,
"Andrena frigida Smith, 1853",andrena frigida,198991,andrena frigida,exact,1.0,,
"Andrena gordoni Ribble, 1974",andrena gordoni,573177,andrena gordoni,exact,1.0,,
"Andrena hallii Dunning, 1898",andrena hallii,213583,andrena hallii,exact,1.0,,
"Andrena hemileuca Viereck, 1904",andrena hemileuca,459014,andrena hemileuca,exact,1.0,,
"Andrena knuthiana Cockerell, 1901",andrena knuthiana,459015,andrena knuthiana,exact,1.0,,
"Andrena laminibucca Viereck & Cockerell, 1914",andrena laminibucca,459011,andrena laminibucca,exact,1.0,,
Andrena lawrencei,andrena lawrencei,459016,andrena lawrencei,exact,1.0,,
"Andrena lawrencei Viereck & Cockerell, 1914",andrena lawrencei,459016,andrena lawrencei,exact,1.0,,
Andrena lupinorum,andrena lupinorum,213588,andrena lupinorum,exact,1.0,,
"Andrena macoupinensis Robertson, 1900",andrena macoupinensis,213589,andrena macoupinensis,exact,1.0,,
Andrena mariae,andrena mariae,198983,andrena mariae,exact,1.0,,
Andrena medionitens,andrena medionitens,453653,andrena medionitens,exact,1.0,,
"Andrena medionitens Cockerell, 1902",andrena medionitens,453653,andrena medionitens,exact,1.0,,
Andrena merriami,andrena merriami,213590,andrena merriami,exact,1.0,,
"Andrena merriami Cockerell, 1901",andrena merriami,213590,andrena merriami,exact,1.0,,
"Andrena miserabilis Cresson, 1872",andrena miserabilis,198979,andrena miserabilis,exact,1.0,,
Andrena nevadensis,andrena nevadensis,459017,andrena nevadensis,exact,1.0,,
Andrena nigrihirta,andrena nigrihirta,198975,andrena nigrihirta,exact,1.0,,
"Andrena nigrihirta (Ashmead, 1890)",andrena nigrihirta,198975,andrena nigrihirta,exact,1.0,,
Andrena nigrocaerulea,andrena nigrocaerulea,345300,andrena nigrocaerulea,exact,1.0,,
"Andrena nigrocaerulea Cockerell, 1897",andrena nigrocaerulea,345300,andrena nigrocaerulea,exact,1.0,,
Andrena nivalis,andrena nivalis,198974,andrena nivalis,exact,1.0,,
"Andrena nivalis Smith, 1853",andrena nivalis,198974,andrena nivalis,exact,1.0,,
Andrena nothocalaidis,andrena nothocalaidis,453647,andrena nothocalaidis,exact,1.0,,
"Andrena nothocalaidis (Cockerell, 1905)",andrena nothocalaidis,453647,andrena nothocalaidis,exact,1.0,,
Andrena nubecula,andrena nubecula,198973,andrena nubecula,exact,1.0,,
Andrena pallidifovea,andrena pallidifovea,271782,andrena pallidifovea,exact,1.0,,
Andrena pallidiscopa,andrena pallidiscopa,336471,andrena pallidiscopa,exact,1.0,,
Andrena perarmata,andrena perarmata,459018,andrena perarmata,exact,1.0,,
Andrena pertristis,andrena pertristis,213592,andrena pertristis,exact,1.0,,
Andrena piperi,andrena piperi,309141,andrena piperi,exact,1.0,,
"Andrena porterae Cockerell, 1900",andrena porterae,459019,andrena porterae,exact,1.0,,
"Andrena prolixa LaBerge, 1980",andrena prolixa,573889,andrena prolixa,exact,1.0,,
Andrena prunorum-prunorum,andrena prunorum-prunorum,57667,andrena prunorum,fuzzy,0.9,,rapidfuzz best match: andrena prunorum
"Andrena ribblei LaBerge, 1977",andrena ribblei,573850,andrena ribblei,exact,1.0,,
Andrena rufosignata,andrena rufosignata,198967,andrena rufosignata,exact,1.0,,
Andrena saccata,andrena saccata,344876,andrena saccata,exact,1.0,,
"Andrena saccata Viereck, 1904",andrena saccata,344876,andrena saccata,exact,1.0,,
Andrena salicifloris,andrena salicifloris,213594,andrena salicifloris,exact,1.0,,
"Andrena salicifloris Cockerell, 1897",andrena salicifloris,213594,andrena salicifloris,exact,1.0,,
Andrena salictaria,andrena salictaria,198965,andrena salictaria,exact,1.0,,
"Andrena scurra Viereck, 1904",andrena scurra,213596,andrena scurra,exact,1.0,,
"Andrena scutellinitens Viereck, 1917",andrena scutellinitens,459025,andrena scutellinitens,exact,1.0,,
Andrena semipunctata,andrena semipunctata,361409,andrena semipunctata,exact,1.0,,
Andrena sigmundi,andrena sigmundi,198964,andrena sigmundi,exact,1.0,,
Andrena sola,andrena sola,309108,andrena sola,exact,1.0,,
"Andrena striatifrons Cockerell, 1897",andrena striatifrons,459027,andrena striatifrons,exact,1.0,,
Andrena subaustralis,andrena subaustralis,213598,andrena subaustralis,exact,1.0,,
"Andrena subchalybea Viereck, 1917",andrena subchalybea,271081,andrena subchalybea,exact,1.0,,
"Andrena subtilis Smith, 1879",andrena subtilis,213599,andrena subtilis,exact,1.0,,
"Andrena sulcata Donovan, 1977",andrena sulcata,573719,andrena sulcata,exact,1.0,,
Andrena surda,andrena surda,271444,andrena surda,exact,1.0,,
Andrena thaspii,andrena thaspii,198961,andrena thaspii,exact,1.0,,
Andrena transnigra,andrena transnigra,213600,andrena transnigra,exact,1.0,,
"Andrena transnigra Viereck, 1904",andrena transnigra,213600,andrena transnigra,exact,1.0,,
Andrena vicina,andrena vicina,198958,andrena vicina,exact,1.0,,
Andrena vierecki,andrena vierecki,361417,andrena vierecki,exact,1.0,,
"Andrena vierecki Cockerell, 1904",andrena vierecki,361417,andrena vierecki,exact,1.0,,
Andrena washingtoni,andrena washingtoni,459033,andrena washingtoni,exact,1.0,,
"Anthidiellum robertsoni (Cockerell, 1904)",anthidiellum robertsoni,,anthidiellum robertsoni,gbif,1.0,EXACT,
"Anthidium clypeodentatum Swenk, 1914",anthidium clypeodentatum,271349,anthidium clypeodentatum,exact,1.0,,
Anthidium edwardsii,anthidium edwardsii,577980,anthidium edwardsii,exact,1.0,,
Anthidium emarginatum,anthidium emarginatum,213760,anthidium emarginatum,exact,1.0,,
"Anthidium emarginatum (Say, 1824)",anthidium emarginatum,213760,anthidium emarginatum,exact,1.0,,
Anthidium manicatum,anthidium manicatum,62453,anthidium manicatum,exact,1.0,,
"Anthidium manicatum (Linnaeus, 1758)",anthidium manicatum,62453,anthidium manicatum,exact,1.0,,
Anthophora affabilis,anthophora affabilis,213788,anthophora affabilis,exact,1.0,,
"Anthophora bomboides Kirby, 1837",anthophora bomboides,198855,anthophora bomboides,exact,1.0,,
"Anthophora bomboides solitaria Ritsema, 1880",anthophora bomboides,198855,anthophora bomboides,exact,1.0,,
"Anthophora bomboides stanfordiana Cockerell, 1904",anthophora bomboides,198855,anthophora bomboides,exact,1.0,,
"Anthophora crotchii Cresson, 1879",anthophora crotchii,361434,anthophora crotchii,exact,1.0,,
Anthophora edwardsii,anthophora edwardsii,57683,anthophora edwardsii,exact,1.0,,
"Anthophora edwardsii Cresson, 1879",anthophora edwardsii,57683,anthophora edwardsii,exact,1.0,,
"Anthophora exigua Cresson, 1879",anthophora exigua,308950,anthophora exigua,exact,1.0,,
"Anthophora neglecta Timberlake & Cockerell, 1936",anthophora neglecta,309086,anthophora neglecta,exact,1.0,,
"Anthophora occidentalis Cresson, 1869",anthophora occidentalis,213790,anthophora occidentalis,exact,1.0,,
Anthophora peritomae,anthophora peritomae,459051,anthophora peritomae,exact,1.0,,
Anthophora porterae,anthophora porterae,213791,anthophora porterae,exact,1.0,,
"Anthophora terminalis Cresson, 1869",anthophora terminalis,198854,anthophora terminalis,exact,1.0,,
Anthophora urbana,anthophora urbana,57681,anthophora urbana,exact,1.0,,
Anthophora ursina,anthophora ursina,213792,anthophora ursina,exact,1.0,,
"Apis mellifera Linnaeus, 1758",apis mellifera,47219,apis mellifera,exact,1.0,,
Ashmeadiella bucconis denticulata,ashmeadiella bucconis,214386,ashmeadiella bucconis,exact,1.0,,
Ashmeadiella cactorum,ashmeadiella cactorum,214387,ashmeadiella cactorum,exact,1.0,,
