"canonical_name","native","nesting","sociality","foraging"
"sphecodes brachycephalus","","Host Nest","Parasitic",""
"sphecodes californicus","","Host Nest","Parasitic",""
"sphecodes carolinus","","Host Nest","Parasitic",""
"sphecodes castaneae","","Host Nest","Parasitic",""
"sphecodes centralis","","Host Nest","Parasitic",""
"sphecodes cephalotes","","Host Nest","Parasitic",""
"sphecodes clematidis","","Host Nest","Parasitic",""
"sphecodes columbiae","","Host Nest","Parasitic",""
"sphecodes confertus","native","Host Nest","Parasitic","Generalist"
"sphecodes connexus","","Host Nest","Parasitic",""
"sphecodes coronus","","Host Nest","Parasitic",""
"sphecodes crawfordi","native","Host Nest","Parasitic",""
"sphecodes cressonii","","Host Nest","Parasitic",""
"sphecodes davisii","native","Host Nest","Parasitic","Generalist"
"sphecodes dichrous","native","Host Nest","Parasitic","Generalist"
"sphecodes eustictus","","Host Nest","Parasitic",""
"sphecodes exaltus","native","Host Nest","Parasitic",""
"sphecodes fattigi","","Host Nest","Parasitic",""
"sphecodes fortior","","Host Nest","Parasitic",""
"sphecodes fragariae","","Host Nest","Parasitic",""
"sphecodes galerus","native","Host Nest","Parasitic",""
"sphecodes heraclei","native","Host Nest","Parasitic","Generalist"
"sphecodes hesperellus","","Host Nest","Parasitic",""
"sphecodes hirtellus","","Host Nest","Parasitic",""
"sphecodes hydrangeae","","Host Nest","Parasitic",""
"sphecodes illinoensis","","Host Nest","Parasitic",""
"sphecodes johnsonii","native","Host Nest","Parasitic",""
"sphecodes kincaidii","native","Host Nest","Parasitic",""
"sphecodes knetschi","","Host Nest","Parasitic",""
"sphecodes laetus","","Host Nest","Parasitic",""
"sphecodes lautipennis","","Host Nest","Parasitic",""
"sphecodes levis","","Host Nest","Parasitic",""
"sphecodes mandibularis","native","Host Nest","Parasitic","Generalist"
"sphecodes manni","","Host Nest","Parasitic",""
"sphecodes millsi","","Host Nest","Parasitic",""
"sphecodes minor","","Host Nest","Parasitic",""
"sphecodes nigricans","","Host Nest","Parasitic",""
"sphecodes nigricorpus","","Host Nest","Parasitic",""
"sphecodes nigritus","","Host Nest","Parasitic",""
"sphecodes nitidissimus","","Host Nest","Parasitic",""
"sphecodes olympicus","","Host Nest","Parasitic",""
"sphecodes paraplesius","native","Host Nest","Parasitic",""
"sphecodes patruelis","","Host Nest","Parasitic",""
"sphecodes pecosensis","","Host Nest","Parasitic",""
"sphecodes perlustrans","","Host Nest","Parasitic",""
"sphecodes pimpinellae","native","Host Nest","Parasitic","Generalist"
"sphecodes prosphorus","","Host Nest","Parasitic",""
"sphecodes prostygius","","Host Nest","Parasitic",""
"sphecodes pulsatillae","","Host Nest","Parasitic",""
"sphecodes punctatus","","Host Nest","Parasitic",""
"sphecodes puncticollis","","Host Nest","Parasitic",""
"sphecodes pusillus","","Host Nest","Parasitic",""
"sphecodes pycnanthemi","","Host Nest","Parasitic",""
"sphecodes ranunculi","native","Host Nest","Parasitic","Generalist"
"sphecodes rhois","","Host Nest","Parasitic",""
"sphecodes rohweri","","Host Nest","Parasitic",""
"sphecodes rugulosus","","Host Nest","Parasitic",""
"sphecodes semicoloratus","","Host Nest","Parasitic",""
"sphecodes shawi","","Host Nest","Parasitic",""
"sphecodes smilacinae","native","Host Nest","Parasitic",""
"sphecodes solonis","","Host Nest","Parasitic",""
"sphecodes sophiae","","Host Nest","Parasitic",""
"sphecodes stygius","native","Host Nest","Parasitic","Generalist"
"sphecodes sulcatulus","","Host Nest","Parasitic",""
"sphecodes tanoi","","Host Nest","Parasitic",""
"sphecodes townesi","","Host Nest","Parasitic",""
"sphecodes trentonensis","","Host Nest","Parasitic",""
"sphecodes veganus","","Host Nest","Parasitic",""
"sphecodes washingtoni","","Host Nest","Parasitic",""
"sphecodes wheeleri","","Host Nest","Parasitic",""
"sphecodosoma beameri","","Ground","Plastic","Specialist"
"sphecodosoma dicksoni","native","Ground","Plastic","Specialist"
"sphecodosoma pratti","","Ground","Plastic","Specialist"
"stelis acutiventris","native","Host Nest","Parasitic",""
"stelis anthidioides","native","Host Nest","Parasitic",""
"stelis anthracina","native","Host Nest","Parasitic",""
"stelis ashmeadiellae","native","Host Nest","Parasitic",""
"stelis ater","native","Host Nest","Parasitic",""
"stelis australis","native","Host Nest","Parasitic",""
"stelis calliphorina","native","Host Nest","Parasitic",""
"stelis callura","native","Host Nest","Parasitic",""
"stelis carnifex","native","Host Nest","Parasitic",""
"stelis chlorocyanea","","Host Nest","Parasitic",""
"stelis coarctatus","native","Host Nest","Parasitic",""
"stelis cockerelli","native","Host Nest","Parasitic",""
"stelis costalis","native","Host Nest","Parasitic",""
"stelis crassiceps","","Host Nest","Parasitic",""
"stelis cusackae","","Host Nest","Parasitic",""
"stelis depressa","native","Host Nest","Parasitic",""
"stelis diversicolor","native","Host Nest","Parasitic",""
"stelis elegans","native","Host Nest","Parasitic",""
"stelis elongativentris","native","Host Nest","Parasitic",""
"stelis foederalis","native","Host Nest","Parasitic",""
"stelis fragariella","","Host Nest","Parasitic",""
"stelis franciscana","native","Host Nest","Parasitic",""
"stelis fremonti","","Host Nest","Parasitic",""
"stelis grossa","","Host Nest","Parasitic",""
"stelis hemirhoda","native","Host Nest","Parasitic",""
"stelis holocyanea","native","Host Nest","Parasitic",""
"stelis hurdi","native","Host Nest","Parasitic",""
"stelis idahoensis","","Host Nest","Parasitic",""
"stelis interrupta","native","Host Nest","Parasitic",""
"stelis labiata","native","Host Nest","Parasitic",""
"stelis lateralis","native","Host Nest","Parasitic",""
"stelis laticincta","native","Host Nest","Parasitic",""
"stelis leucotricha","","Host Nest","Parasitic",""
"stelis linsleyi","native","Host Nest","Parasitic",""
"stelis louisae","native","Host Nest","Parasitic",""
"stelis maculata","native","Host Nest","Parasitic",""
"stelis manni","native","Host Nest","Parasitic",""
"stelis melanotricha","","Host Nest","Parasitic",""
"stelis micheneri","native","Host Nest","Parasitic",""
"stelis michiganensis","native","Host Nest","Parasitic",""
"stelis montana","native","Host Nest","Parasitic",""
"stelis monticola","native","Host Nest","Parasitic",""
"stelis nigriventris","native","Host Nest","Parasitic",""
"stelis nitida","native","Host Nest","Parasitic",""
"stelis nitidula","","Host Nest","Parasitic",""
"stelis nyssonoides","","Host Nest","Parasitic",""
"stelis oreophila","native","Host Nest","Parasitic",""
"stelis palmarum","native","Host Nest","Parasitic",""
"stelis pavonina","native","Host Nest","Parasitic",""
"stelis permaculata","native","Host Nest","Parasitic",""
"stelis perpulchra","native","Host Nest","Parasitic",""
"stelis pulchra","","Host Nest","Parasitic",""
"stelis robertsoni","native","Host Nest","Parasitic",""
"stelis rubi","native","Host Nest","Parasitic",""
"stelis rudbeckiarum","native","Host Nest","Parasitic",""
"stelis semirubra","native","Host Nest","Parasitic",""
"stelis seneciophila","","Host Nest","Parasitic",""
"stelis sexmaculata","","Host Nest","Parasitic",""
"stelis subcaerulea","native","Host Nest","Parasitic",""
"stelis subemarginata","native","Host Nest","Parasitic",""
"stelis subglauca","","Host Nest","Parasitic",""
"stelis texana","native","Host Nest","Parasitic",""
"stelis trichopyga","native","Host Nest","Parasitic",""
"stelis vernalis","native","Host Nest","Parasitic",""
"svastra aegis","native","Ground","Solitary","Specialist"
"svastra atripes","native","Ground","Solitary","Generalist"
"svastra comanche","","Ground","Solitary",""
"svastra compta","native","Ground","Solitary",""
"svastra cressonii","native","Ground","Solitary","Generalist"
"svastra duplocincta","native","Ground","Solitary","Specialist"
"svastra grandissima","","Ground","Solitary",""
"svastra helianthelli","","Ground","Solitary","Specialist"
"svastra machaerantherae","","Ground","Solitary","Specialist"
"svastra nevadensis","","Ground","Solitary",""
"svastra obliqua","native","Ground","Solitary","Specialist"
"svastra pallidior","","Ground","Solitary",""
"svastra petulca","native","Ground","Solitary","Specialist"
"svastra sabinensis","","Ground","Solitary",""
"svastra sila","","Ground","Solitary",""
"svastra texana","","Ground","Solitary","Specialist"
"syntrichalonia exquisita","","","","Specialist"
"temnosoma smaragdinum","","","",""
"tetraloniella albata","","Ground","Solitary",""
"tetraloniella arizonica","","Ground","Solitary",""
"tetraloniella balluca","","Ground","Solitary",""
"tetraloniella cacuminis","","Ground","Solitary",""
"tetraloniella crenulaticornis","","Ground","Solitary",""
"tetraloniella cressoniana","","Ground","Solitary",""
"tetraloniella davidsoni","","Ground","Solitary",""
"tetraloniella distata","","Ground","Solitary",""
"tetraloniella donata","","Ground","Solitary",""
"tetraloniella eriocarpi","","Ground","Solitary",""
"tetraloniella fasciatella","","Ground","Solitary",""
"tetraloniella flagellicornis","","Ground","Solitary",""
"tetraloniella fulvotecta","","Ground","Solitary",""
"tetraloniella helianthorum","","Ground","Solitary",""
"tetraloniella imitatrix","","Ground","Solitary",""
"tetraloniella incana","","Ground","Solitary",""
"tetraloniella jaliscoensis","","Ground","Solitary",""
"tetraloniella lippiae","","Ground","Solitary",""
"tetraloniella michoacanensis","","Ground","Solitary",""
"tetraloniella ochraea","","Ground","Solitary",""
"tetraloniella paenalbata","","Ground","Solitary",""
"tetraloniella pennata","","Ground","Solitary",""
"tetraloniella perconcinna","","Ground","Solitary",""
"tetraloniella pomonae","","Ground","Solitary",""
"tetraloniella sphaeralceae","","Ground","Solitary",""
"tetraloniella spissa","","Ground","Solitary",""
"tetraloniella vandykei","","Ground","Solitary",""
"tetraloniella wilmattae","","Ground","Solitary",""
"townsendiella californica","","Host Nest","Parasitic",""
"townsendiella pulchra","","Host Nest","Parasitic",""
"townsendiella rufiventris","","Host Nest","Parasitic",""
"trachusa autumnalis","","Multiple","Solitary",""
"trachusa bequaerti","native","Multiple","Solitary",""
"trachusa cordaticeps","","Multiple","Solitary",""
"trachusa crassipes","native","Multiple","Solitary",""
"trachusa dorsalis","native","Multiple","Solitary",""
