"canonical_name","family",inat_taxon_id,endemic,source
"Lomatium nudicaule","Apiaceae",77818,N,burke-wa-flora
"Lomatium papilioniferum","Apiaceae",1234070,N,burke-wa-flora
"Lomatium piperi","Apiaceae",77822,N,burke-wa-flora
"Lomatium quintuplex","Apiaceae",164746,Y,burke-wa-flora
"Lomatium rollinsii","Apiaceae",164747,N,burke-wa-flora
"Lomatium roneorum","Apiaceae",910740,Y,burke-wa-flora
"Lomatium salmoniflorum","Apiaceae",164749,N,burke-wa-flora
"Lomatium sandbergii","Apiaceae",164750,N,burke-wa-flora
"Lomatium serpentinum","Apiaceae",164752,N,burke-wa-flora
"Lomatium simplex","Apiaceae",128864,N,burke-wa-flora
"Lomatium suksdorfii","Apiaceae",164753,N,burke-wa-flora
"Lomatium tamanitchii","Apiaceae",164754,Y,burke-wa-flora
"Lomatium thompsonii","Apiaceae",164755,Y,burke-wa-flora
"Lomatium triternatum","Apiaceae",1521902,N,burke-wa-flora
"Lomatium tuberosum","Apiaceae",164756,Y,burke-wa-flora
"Lomatium utriculatum","Apiaceae",56827,N,burke-wa-flora
"Lomatium watsonii","Apiaceae",164757,N,burke-wa-flora
"Lonicera ciliosa","Caprifoliaceae",77832,N,burke-wa-flora
"Lonicera conjugialis","Caprifoliaceae",77833,N,burke-wa-flora
"Lonicera hispidula","Caprifoliaceae",53416,N,burke-wa-flora
"Lonicera involucrata","Caprifoliaceae",60881,N,burke-wa-flora
"Lonicera utahensis","Caprifoliaceae",148098,N,burke-wa-flora
"Ludwigia palustris","Onagraceae",60221,N,burke-wa-flora
"Luetkea pectinata","Rosaceae",77842,N,burke-wa-flora
"Luina hypoleuca","Asteraceae",77843,N,burke-wa-flora
"Lupinus albicaulis","Fabaceae",77847,N,burke-wa-flora
"Lupinus arbustus","Fabaceae",62690,N,burke-wa-flora
"Lupinus argenteus","Fabaceae",62691,N,burke-wa-flora
"Lupinus bicolor","Fabaceae",50614,N,burke-wa-flora
"Lupinus latifolius","Fabaceae",67379,N,burke-wa-flora
"Lupinus lepidus","Fabaceae",62689,N,burke-wa-flora
"Lupinus leucophyllus","Fabaceae",77871,N,burke-wa-flora
"Lupinus littoralis","Fabaceae",77872,N,burke-wa-flora
"Lupinus microcarpus","Fabaceae",57069,N,burke-wa-flora
"Lupinus oreganus","Fabaceae",164915,N,burke-wa-flora
"Lupinus pachylobus","Fabaceae",50613,N,burke-wa-flora
"Lupinus polyphyllus","Fabaceae",59549,N,burke-wa-flora
"Lupinus pusillus","Fabaceae",77886,N,burke-wa-flora
"Lupinus rivularis","Fabaceae",77887,N,burke-wa-flora
"Lupinus sabinianus","Fabaceae",164925,N,burke-wa-flora
"Lupinus saxosus","Fabaceae",77888,N,burke-wa-flora
"Lupinus sericeus","Fabaceae",164926,Y,burke-wa-flora
"Lupinus sulphureus","Fabaceae",164930,N,burke-wa-flora
"Luzula arcuata","Juncaceae",164942,N,burke-wa-flora
"Luzula cascadensis","Juncaceae",1102667,N,burke-wa-flora
"Luzula comosa","Juncaceae",57111,N,burke-wa-flora
"Luzula hitchcockii","Juncaceae",143686,N,burke-wa-flora
"Luzula macrantha","Juncaceae",890625,N,burke-wa-flora
"Luzula multiflora","Juncaceae",164948,N,burke-wa-flora
"Luzula parviflora","Juncaceae",77897,N,burke-wa-flora
"Luzula piperi","Juncaceae",77898,N,burke-wa-flora
"Luzula spicata","Juncaceae",77899,N,burke-wa-flora
"Luzula subsessilis","Juncaceae",77901,N,burke-wa-flora
"Lycopus americanus","Lamiaceae",60206,N,burke-wa-flora
"Lycopus asper","Lamiaceae",62651,N,burke-wa-flora
"Lycopus uniflorus","Lamiaceae",77915,N,burke-wa-flora
"Lygodesmia juncea","Asteraceae",148137,N,burke-wa-flora
"Lysichiton americanus","Araceae",48537,N,burke-wa-flora
"Lysimachia ciliata","Primulaceae",62441,N,burke-wa-flora
"Lysimachia europaea","Primulaceae",716947,N,burke-wa-flora
"Lysimachia latifolia","Primulaceae",496537,N,burke-wa-flora
"Lysimachia maritima","Primulaceae",204175,N,burke-wa-flora
"Lysimachia minima","Primulaceae",204353,N,burke-wa-flora
"Lysimachia thyrsiflora","Primulaceae",77917,N,burke-wa-flora
"Madia citriodora","Asteraceae",77922,N,burke-wa-flora
"Madia elegans","Asteraceae",56974,N,burke-wa-flora
"Madia exigua","Asteraceae",56971,N,burke-wa-flora
"Madia glomerata","Asteraceae",77923,N,burke-wa-flora
"Madia gracilis","Asteraceae",53135,N,burke-wa-flora
"Madia sativa","Asteraceae",53143,N,burke-wa-flora
"Maianthemum dilatatum","Asparagaceae",63939,N,burke-wa-flora
"Maianthemum racemosum","Asparagaceae",51062,N,burke-wa-flora
"Maianthemum stellatum","Asparagaceae",53268,N,burke-wa-flora
"Malaxis monophyllos","Orchidaceae",50724,N,burke-wa-flora
"Malus fusca","Rosaceae",77948,N,burke-wa-flora
"Malvella leprosa","Malvaceae",58203,N,burke-wa-flora
"Marah oregana","Cucurbitaceae",77960,N,burke-wa-flora
"Matricaria discoidea","Asteraceae",52992,N,burke-wa-flora
"Meconella oregana","Papaveraceae",77970,N,burke-wa-flora
"Melampyrum lineare","Orobanchaceae",62367,N,burke-wa-flora
"Melica aristata","Poaceae",77978,N,burke-wa-flora
"Melica bulbosa","Poaceae",77979,N,burke-wa-flora
"Melica fugax","Poaceae",77981,N,burke-wa-flora
"Melica harfordii","Poaceae",77983,N,burke-wa-flora
"Melica smithii","Poaceae",143698,N,burke-wa-flora
"Melica spectabilis","Poaceae",77984,N,burke-wa-flora
"Melica subulata","Poaceae",77986,N,burke-wa-flora
"Mentha canadensis","Lamiaceae",77991,N,burke-wa-flora
"Mentzelia albicaulis","Loasaceae",58195,N,burke-wa-flora
"Mentzelia dispersa","Loasaceae",58196,N,burke-wa-flora
"Mentzelia laevicaulis","Loasaceae",62308,N,burke-wa-flora
"Mentzelia montana","Loasaceae",78003,N,burke-wa-flora
"Menyanthes trifoliata","Menyanthaceae",78016,N,burke-wa-flora
"Mertensia brachycalyx","Boraginaceae",770371,N,burke-wa-flora
"Mertensia ciliata","Boraginaceae",78018,N,burke-wa-flora
"Mertensia longiflora","Boraginaceae",62585,N,burke-wa-flora
"Mertensia oblongifolia","Boraginaceae",78020,N,burke-wa-flora
"Mertensia paniculata","Boraginaceae",146900,N,burke-wa-flora
"Mertensia platyphylla","Boraginaceae",165351,Y,burke-wa-flora
"Mertensia umbratilis","Boraginaceae",165352,N,burke-wa-flora
"Micranthes apetala","Saxifragaceae",357927,N,burke-wa-flora
"Micranthes ferruginea","Saxifragaceae",78024,N,burke-wa-flora
"Micranthes fragosa","Saxifragaceae",78025,N,burke-wa-flora
"Micranthes gormanii","Saxifragaceae",357959,N,burke-wa-flora
"Micranthes idahoensis","Saxifragaceae",357956,N,burke-wa-flora
"Micranthes integrifolia","Saxifragaceae",78027,N,burke-wa-flora
"Micranthes lyallii","Saxifragaceae",357929,N,burke-wa-flora
"Micranthes nelsoniana","Saxifragaceae",357930,N,burke-wa-flora
"Micranthes nidifica","Saxifragaceae",78029,N,burke-wa-flora
"Micranthes occidentalis","Saxifragaceae",357953,N,burke-wa-flora
"Micranthes odontoloma","Saxifragaceae",78030,N,burke-wa-flora
"Micranthes oregana","Saxifragaceae",78031,N,burke-wa-flora
"Micranthes rufidula","Saxifragaceae",357949,N,burke-wa-flora
"Micranthes tischii","Saxifragaceae",357946,N,burke-wa-flora
"Micranthes tolmiei","Saxifragaceae",78032,N,burke-wa-flora
"Microgilia minutiflora","Polemoniaceae",844024,N,burke-wa-flora
"Micromonolepis pusilla","Amaranthaceae",78033,N,burke-wa-flora
"Micropus californicus","Asteraceae",56975,N,burke-wa-flora
"Microseris bigelovii","Asteraceae",60977,N,burke-wa-flora
"Microseris borealis","Asteraceae",78035,N,burke-wa-flora
"Microseris laciniata","Asteraceae",64236,N,burke-wa-flora
"Microseris nutans","Asteraceae",78036,N,burke-wa-flora
"Microsteris gracilis","Polemoniaceae",61210,N,burke-wa-flora
"Mimetanthe pilosa","Phrymaceae",165392,N,burke-wa-flora
"Mitella nuda","Saxifragaceae",144149,N,burke-wa-flora
"Mitellastra caulescens","Saxifragaceae",1424146,N,burke-wa-flora
"Moehringia lateriflora","Caryophyllaceae",165493,N,burke-wa-flora
"Moehringia macrophylla","Caryophyllaceae",61884,N,burke-wa-flora
"Mollugo verticillata","Molluginaceae",78090,N,burke-wa-flora
"Monarda fistulosa","Lamiaceae",85320,N,burke-wa-flora
"Monardella odoratissima","Lamiaceae",62678,N,burke-wa-flora
"Moneses uniflora","Ericaceae",60376,N,burke-wa-flora
"Monotropa hypopitys","Ericaceae",59986,N,burke-wa-flora
"Monotropa uniflora","Ericaceae",49477,N,burke-wa-flora
"Montia chamissoi","Montiaceae",48789,N,burke-wa-flora
"Montia dichotoma","Montiaceae",78119,N,burke-wa-flora
"Montia diffusa","Montiaceae",78120,N,burke-wa-flora
"Montia fontana","Montiaceae",58990,N,burke-wa-flora
"Montia howellii","Montiaceae",78121,N,burke-wa-flora
"Montia linearis","Montiaceae",78122,N,burke-wa-flora
"Montia parvifolia","Montiaceae",78123,N,burke-wa-flora
"Morella californica","Myricaceae",61039,N,burke-wa-flora
"Muhlenbergia andina","Poaceae",78129,N,burke-wa-flora
"Muhlenbergia asperifolia","Poaceae",78132,N,burke-wa-flora
"Muhlenbergia filiformis","Poaceae",78134,N,burke-wa-flora
"Muhlenbergia glomerata","Poaceae",165557,N,burke-wa-flora
"Muhlenbergia mexicana","Poaceae",78137,N,burke-wa-flora
"Muhlenbergia minutissima","Poaceae",78139,N,burke-wa-flora
"Muhlenbergia racemosa","Poaceae",165567,N,burke-wa-flora
"Muhlenbergia richardsonis","Poaceae",78143,N,burke-wa-flora
"Myosotis laxa","Boraginaceae",78150,N,burke-wa-flora
"Myosotis verna","Boraginaceae",63920,N,burke-wa-flora
"Myosurus apetalus","Ranunculaceae",78152,N,burke-wa-flora
"Myosurus minimus","Ranunculaceae",58306,N,burke-wa-flora
"Myosurus sessilis","Ranunculaceae",60235,N,burke-wa-flora
"Myrica gale","Myricaceae",82203,N,burke-wa-flora
"Myriophyllum hippuroides","Haloragaceae",78155,N,burke-wa-flora
"Myriophyllum pinnatum","Haloragaceae",165606,N,burke-wa-flora
"Myriophyllum quitense","Haloragaceae",78156,N,burke-wa-flora
"Myriophyllum sibiricum","Haloragaceae",61034,N,burke-wa-flora
"Myriophyllum ussuriense","Haloragaceae",165608,N,burke-wa-flora
"Myriophyllum verticillatum","Haloragaceae",78158,N,burke-wa-flora
"Najas canadensis","Hydrocharitaceae",1303961,N,burke-wa-flora
"Najas flexilis","Hydrocharitaceae",1646522,N,burke-wa-flora
"Najas guadalupensis","Hydrocharitaceae",78163,N,burke-wa-flora
"Nama densa","Namaceae",703184,N,burke-wa-flora
"Nassella viridula","Poaceae",165661,N,burke-wa-flora
"Navarretia breweri","Polemoniaceae",78175,N,burke-wa-flora
"Navarretia divaricata","Polemoniaceae",52941,N,burke-wa-flora
"Navarretia intertexta","Polemoniaceae",60225,N,burke-wa-flora
"Navarretia leucocephala","Polemoniaceae",60227,Y,burke-wa-flora
"Navarretia linearifolia","Polemoniaceae",843637,N,burke-wa-flora
"Navarretia sinistra","Polemoniaceae",78193,N,burke-wa-flora
"Navarretia squarrosa","Polemoniaceae",53157,N,burke-wa-flora
"Navarretia tagetina","Polemoniaceae",60226,N,burke-wa-flora
"Nemophila breviflora","Hydrophyllaceae",78212,N,burke-wa-flora
"Nemophila kirtleyi","Hydrophyllaceae",165673,N,burke-wa-flora
"Nemophila parviflora","Hydrophyllaceae",57353,N,burke-wa-flora
"Nemophila pedunculata","Hydrophyllaceae",55461,N,burke-wa-flora
"Neoholmgrenia andina","Onagraceae",78215,N,burke-wa-flora
"Neoholmgrenia hilgardii","Onagraceae",878066,Y,burke-wa-flora
"Neottia banksiana","Orchidaceae",131227,N,burke-wa-flora
"Neottia borealis","Orchidaceae",131228,N,burke-wa-flora
"Neottia convallarioides","Orchidaceae",131229,N,burke-wa-flora
"Neottia cordata","Orchidaceae",204364,N,burke-wa-flora
"Nephrophyllidium crista-galli","Menyanthaceae",340457,N,burke-wa-flora
"Nestotus stenophyllus","Asteraceae",78216,N,burke-wa-flora
"Nicotiana attenuata","Solanaceae",59034,N,burke-wa-flora
"Noccaea fendleri","Brassicaceae",78224,N,burke-wa-flora
"Nothocalais alpestris","Asteraceae",78229,N,burke-wa-flora
"Nothocalais troximoides","Asteraceae",78230,N,burke-wa-flora
"Nothochelone nemorosa","Plantaginaceae",78231,N,burke-wa-flora
"Nuphar polysepala","Nymphaeaceae",78234,N,burke-wa-flora
"Nymphaea tetragona","Nymphaeaceae",165756,N,burke-wa-flora
"Oemleria cerasiformis","Rosaceae",53419,N,burke-wa-flora
"Oenanthe sarmentosa","Apiaceae",60127,N,burke-wa-flora
"Oenothera cespitosa","Onagraceae",78240,N,burke-wa-flora
"Oenothera elata","Onagraceae",51813,N,burke-wa-flora
"Oenothera flava","Onagraceae",78242,N,burke-wa-flora
"Oenothera pallida","Onagraceae",126663,N,burke-wa-flora
"Oenothera suffrutescens","Onagraceae",78250,N,burke-wa-flora
"Olsynium douglasii","Iridaceae",78257,N,burke-wa-flora
"Oplopanax horridus","Araliaceae",83914,N,burke-wa-flora
"Opuntia fragilis","Cactaceae",62474,N,burke-wa-flora
"Oreocarya glomerata","Boraginaceae",770855,N,burke-wa-flora
"Oreocarya leucophaea","Boraginaceae",770864,Y,burke-wa-flora
"Oreocarya spiculifera","Boraginaceae",770883,N,burke-wa-flora
"Oreocarya thompsonii","Boraginaceae",770888,Y,burke-wa-flora
"Oreostemma alpigenum","Asteraceae",78280,N,burke-wa-flora
"Orthilia secunda","Ericaceae",78288,N,burke-wa-flora
"Orthocarpus barbatus","Orobanchaceae",165931,N,burke-wa-flora
"Orthocarpus bracteosus","Orobanchaceae",78289,N,burke-wa-flora
"Orthocarpus imbricatus","Orobanchaceae",60483,N,burke-wa-flora
"Orthocarpus luteus","Orobanchaceae",78290,N,burke-wa-flora
"Orthocarpus tenuifolius","Orobanchaceae",165932,N,burke-wa-flora
"Oryzopsis asperifolia","Poaceae",129483,N,burke-wa-flora
"Osmorhiza berteroi","Apiaceae",53166,N,burke-wa-flora
"Osmorhiza depauperata","Apiaceae",78294,N,burke-wa-flora
"Osmorhiza occidentalis","Apiaceae",78295,N,burke-wa-flora
"Osmorhiza purpurea","Apiaceae",78296,N,burke-wa-flora
"Oxalis oregana","Oxalidaceae",47757,N,burke-wa-flora
"Oxalis suksdorfii","Oxalidaceae",78302,N,burke-wa-flora
"Oxalis trilliifolia","Oxalidaceae",78303,N,burke-wa-flora
"Oxybasis chenopodioides","Amaranthaceae",896905,N,burke-wa-flora
"Oxybasis glauca","Amaranthaceae",931646,N,burke-wa-flora
"Oxybasis rubra","Amaranthaceae",931679,N,burke-wa-flora
"Oxyria digyna","Polygonaceae",67591,N,burke-wa-flora
"Oxytheca dendroidea","Polygonaceae",78306,N,burke-wa-flora
"Oxytropis borealis","Fabaceae",78309,N,burke-wa-flora
"Oxytropis campestris","Fabaceae",154238,Y,burke-wa-flora
"Oxytropis deflexa","Fabaceae",78310,N,burke-wa-flora
"Ozomelis diversifolia","Saxifragaceae",1424151,N,burke-wa-flora
"Ozomelis stauropetala","Saxifragaceae",1424150,N,burke-wa-flora
"Ozomelis trifida","Saxifragaceae",1424149,N,burke-wa-flora
"Packera bolanderi","Asteraceae",78316,N,burke-wa-flora
"Packera cana","Asteraceae",78317,N,burke-wa-flora
"Packera contermina","Asteraceae",166029,N,burke-wa-flora
"Packera flettii","Asteraceae",166036,N,burke-wa-flora
"Packera indecora","Asteraceae",78322,N,burke-wa-flora
"Packera macounii","Asteraceae",78325,N,burke-wa-flora
"Packera pauciflora","Asteraceae",78327,N,burke-wa-flora
"Packera paupercula","Asteraceae",127945,N,burke-wa-flora
"Packera porteri","Asteraceae",166047,N,burke-wa-flora
"Packera pseudaurea","Asteraceae",78328,N,burke-wa-flora
"Packera streptanthifolia","Asteraceae",78329,N,burke-wa-flora
"Packera subnuda","Asteraceae",78330,N,burke-wa-flora
"Paeonia brownii","Paeoniaceae",78332,N,burke-wa-flora
"Panicum capillare","Poaceae",78337,N,burke-wa-flora
"Panicum virgatum","Poaceae",125727,N,burke-wa-flora
"Parietaria pensylvanica","Urticaceae",78348,N,burke-wa-flora
"Parnassia cirrata","Celastraceae",78350,N,burke-wa-flora
"Parnassia fimbriata","Celastraceae",78351,N,burke-wa-flora
"Parnassia kotzebuei","Celastraceae",144150,N,burke-wa-flora
"Parnassia palustris","Celastraceae",78352,N,burke-wa-flora
"Parnassia parviflora","Celastraceae",78353,N,burke-wa-flora
"Paspalum distichum","Poaceae",60297,N,burke-wa-flora
"Paxistima myrsinites","Celastraceae",63893,N,burke-wa-flora
"Pectiantia pentandra","Saxifragaceae",1424153,N,burke-wa-flora
"Pectocarya penicillata","Boraginaceae",58059,N,burke-wa-flora
"Pectocarya pusilla","Boraginaceae",57694,N,burke-wa-flora
"Pectocarya setosa","Boraginaceae",58061,N,burke-wa-flora
"Pedicularis bracteosa","Orobanchaceae",78367,N,burke-wa-flora
"Pedicularis contorta","Orobanchaceae",78368,N,burke-wa-flora
"Pedicularis groenlandica","Orobanchaceae",59780,N,burke-wa-flora
"Pedicularis ornithorhynchos","Orobanchaceae",48986,N,burke-wa-flora
"Pedicularis pulchella","Orobanchaceae",166251,N,burke-wa-flora
"Pedicularis racemosa","Orobanchaceae",78372,N,burke-wa-flora
"Pedicularis rainierensis","Orobanchaceae",146989,Y,burke-wa-flora
"Pediocactus nigrispinus","Cactaceae",166258,N,burke-wa-flora
"Penstemon acuminatus","Plantaginaceae",166316,N,burke-wa-flora
"Penstemon attenuatus","Plantaginaceae",83937,N,burke-wa-flora
"Penstemon barrettiae","Plantaginaceae",166329,N,burke-wa-flora
"Penstemon cardwellii","Plantaginaceae",143868,N,burke-wa-flora
"Penstemon confertus","Plantaginaceae",119121,N,burke-wa-flora
"Penstemon davidsonii","Plantaginaceae",78399,N,burke-wa-flora
"Penstemon deustus","Plantaginaceae",68587,N,burke-wa-flora
"Penstemon ellipticus","Plantaginaceae",166356,N,burke-wa-flora
"Penstemon eriantherus","Plantaginaceae",166357,Y,burke-wa-flora
"Penstemon euglaucus","Plantaginaceae",166358,N,burke-wa-flora
"Penstemon fruticosus","Plantaginaceae",144305,N,burke-wa-flora
"Penstemon gairdneri","Plantaginaceae",166364,N,burke-wa-flora
"Penstemon glandulosus","Plantaginaceae",166367,N,burke-wa-flora
"Penstemon hesperius","Plantaginaceae",1045020,N,burke-wa-flora
"Penstemon lyallii","Plantaginaceae",166394,N,burke-wa-flora
"Penstemon ovatus","Plantaginaceae",83938,N,burke-wa-flora
"Penstemon pennellianus","Plantaginaceae",166419,N,burke-wa-flora
"Penstemon procerus","Plantaginaceae",78414,N,burke-wa-flora
"Penstemon pruinosus","Plantaginaceae",128205,N,burke-wa-flora
"Penstemon richardsonii","Plantaginaceae",166432,N,burke-wa-flora
"Penstemon rupicola","Plantaginaceae",78419,N,burke-wa-flora
"Penstemon rydbergii","Plantaginaceae",78420,N,burke-wa-flora
"Penstemon serrulatus","Plantaginaceae",143674,N,burke-wa-flora
"Penstemon speciosus","Plantaginaceae",78422,N,burke-wa-flora
"Penstemon subserratus","Plantaginaceae",166446,N,burke-wa-flora
"Penstemon triphyllus","Plantaginaceae",166454,N,burke-wa-flora
"Penstemon venustus","Plantaginaceae",78427,N,burke-wa-flora
"Penstemon washingtonensis","Plantaginaceae",166461,Y,burke-wa-flora
"Penstemon wilcoxii","Plantaginaceae",166463,N,burke-wa-flora
"Perideridia oregana","Apiaceae",78438,N,burke-wa-flora
"Persicaria amphibia","Polygonaceae",78450,N,burke-wa-flora
"Persicaria hydropiperoides","Polygonaceae",78453,N,burke-wa-flora
"Persicaria lapathifolia","Polygonaceae",63886,N,burke-wa-flora
"Persicaria punctata","Polygonaceae",78456,N,burke-wa-flora
"Petasites frigidus","Asteraceae",55780,N,burke-wa-flora
"Petrophytum caespitosum","Rosaceae",78463,N,burke-wa-flora
"Petrophytum cinerascens","Rosaceae",193849,Y,burke-wa-flora
"Petrophytum hendersonii","Rosaceae",193848,Y,burke-wa-flora
"Phacelia bolanderi","Hydrophyllaceae",78473,N,burke-wa-flora
"Phacelia franklinii","Hydrophyllaceae",166573,N,burke-wa-flora
"Phacelia glandulifera","Hydrophyllaceae",78484,N,burke-wa-flora
"Phacelia hastata","Hydrophyllaceae",59982,N,burke-wa-flora
"Phacelia humilis","Hydrophyllaceae",78490,N,burke-wa-flora
"Phacelia lenta","Hydrophyllaceae",166589,Y,burke-wa-flora
"Phacelia linearis","Hydrophyllaceae",78499,N,burke-wa-flora
"Phacelia minutissima","Hydrophyllaceae",166595,N,burke-wa-flora
"Phacelia nemoralis","Hydrophyllaceae",53173,N,burke-wa-flora
"Phacelia procera","Hydrophyllaceae",78518,N,burke-wa-flora
"Phacelia ramosissima","Hydrophyllaceae",50617,N,burke-wa-flora
"Phacelia sericea","Hydrophyllaceae",78524,N,burke-wa-flora
"Phacelia tetramera","Hydrophyllaceae",78527,N,burke-wa-flora
"Phemeranthus sediformis","Montiaceae",506730,N,burke-wa-flora
"Phemeranthus spinescens","Montiaceae",338816,N,burke-wa-flora
"Philadelphus lewisii","Hydrangeaceae",62223,N,burke-wa-flora
"Phleum alpinum","Poaceae",78540,N,burke-wa-flora
"Phlox caespitosa","Polemoniaceae",78543,N,burke-wa-flora
"Phlox colubrina","Polemoniaceae",166693,N,burke-wa-flora
"Phlox diffusa","Polemoniaceae",78544,N,burke-wa-flora
"Phlox hendersonii","Polemoniaceae",166701,N,burke-wa-flora
"Phlox hoodii","Polemoniaceae",78548,N,burke-wa-flora
"Phlox longifolia","Polemoniaceae",166706,N,burke-wa-flora
"Phlox mollis","Polemoniaceae",166711,N,burke-wa-flora
"Phlox multiflora","Polemoniaceae",166712,N,burke-wa-flora
"Phlox solivaga","Polemoniaceae",847054,Y,burke-wa-flora
"Phlox speciosa","Polemoniaceae",78551,N,burke-wa-flora
"Phlox viscida","Polemoniaceae",166727,N,burke-wa-flora
"Phoenicaulis cheiranthoides","Brassicaceae",78553,N,burke-wa-flora
"Phragmites australis","Poaceae",64237,N,burke-wa-flora
"Phyllodoce empetriformis","Ericaceae",78560,N,burke-wa-flora
"Phyllodoce glanduliflora","Ericaceae",126558,N,burke-wa-flora
"Phyllospadix scouleri","Zosteraceae",78561,N,burke-wa-flora
"Phyllospadix serrulatus","Zosteraceae",166761,N,burke-wa-flora
"Phyllospadix torreyi","Zosteraceae",78562,N,burke-wa-flora
"Physaria alpestris","Brassicaceae",166815,Y,burke-wa-flora
"Physaria didymocarpa","Brassicaceae",166822,N,burke-wa-flora
"Physaria douglasii","Brassicaceae",166824,Y,burke-wa-flora
"Physaria geyeri","Brassicaceae",166828,N,burke-wa-flora
"Physaria occidentalis","Brassicaceae",78576,N,burke-wa-flora
"Physaria oregona","Brassicaceae",166835,N,burke-wa-flora
"Physocarpus capitatus","Rosaceae",57249,N,burke-wa-flora
"Physocarpus malvaceus","Rosaceae",166852,N,burke-wa-flora
"Physostegia parviflora","Lamiaceae",166860,N,burke-wa-flora
"Pinguicula vulgaris","Lentibulariaceae",121266,N,burke-wa-flora
"Piptatheropsis exigua","Poaceae",505600,N,burke-wa-flora
"Pityopus californicus","Ericaceae",78593,N,burke-wa-flora
"Plagiobothrys figuratus","Boraginaceae",166947,N,burke-wa-flora
"Plagiobothrys leptocladus","Boraginaceae",58065,N,burke-wa-flora
"Plagiobothrys nothofulvus","Boraginaceae",56990,N,burke-wa-flora
"Plagiobothrys scouleri","Boraginaceae",166953,N,burke-wa-flora
"Plagiobothrys tenellus","Boraginaceae",58066,N,burke-wa-flora
"Plantago elongata","Plantaginaceae",58229,N,burke-wa-flora
"Plantago macrocarpa","Plantaginaceae",167006,N,burke-wa-flora
"Plantago maritima","Plantaginaceae",68543,N,burke-wa-flora
"Plantago patagonica","Plantaginaceae",78618,N,burke-wa-flora
"Plantago subnuda","Plantaginaceae",60223,N,burke-wa-flora
"Platanthera aquilonis","Orchidaceae",131230,N,burke-wa-flora
"Platanthera chorisiana","Orchidaceae",135200,N,burke-wa-flora
"Platanthera dilatata","Orchidaceae",78623,N,burke-wa-flora
"Platanthera elegans","Orchidaceae",840641,N,burke-wa-flora
"Platanthera elongata","Orchidaceae",551466,N,burke-wa-flora
"Platanthera ephemerantha","Orchidaceae",473217,N,burke-wa-flora
"Platanthera huronensis","Orchidaceae",131222,N,burke-wa-flora
"Platanthera obtusata","Orchidaceae",131221,N,burke-wa-flora
"Platanthera orbiculata","Orchidaceae",131218,N,burke-wa-flora
"Platanthera sparsiflora","Orchidaceae",50738,N,burke-wa-flora
"Platanthera stricta","Orchidaceae",50739,N,burke-wa-flora
"Platanthera transversa","Orchidaceae",355392,N,burke-wa-flora
"Platanthera unalascensis","Orchidaceae",840638,N,burke-wa-flora
"Plectritis ciliosa","Valerianaceae",57284,N,burke-wa-flora
"Plectritis congesta","Valerianaceae",57786,N,burke-wa-flora
"Plectritis macrocera","Valerianaceae",57287,N,burke-wa-flora
"Pleuricospora fimbriolata","Ericaceae",62467,N,burke-wa-flora
"Pleuropogon refractus","Poaceae",78629,N,burke-wa-flora
"Poa alpina","Poaceae",167076,N,burke-wa-flora
"Poa arctica","Poaceae",167078,N,burke-wa-flora
"Poa bolanderi","Poaceae",78635,N,burke-wa-flora
"Poa confinis","Poaceae",78637,N,burke-wa-flora
"Poa curtifolia","Poaceae",167085,Y,burke-wa-flora
"Poa cusickii","Poaceae",78638,N,burke-wa-flora
"Poa fendleriana","Poaceae",78640,N,burke-wa-flora
"Poa glauca","Poaceae",78641,N,burke-wa-flora
"Poa howellii","Poaceae",52812,N,burke-wa-flora
"Poa interior","Poaceae",167090,N,burke-wa-flora
"Poa laxiflora","Poaceae",167092,N,burke-wa-flora
"Poa leibergii","Poaceae",167093,N,burke-wa-flora
"Poa leptocoma","Poaceae",78645,N,burke-wa-flora
"Poa lettermanii","Poaceae",78646,N,burke-wa-flora
"Poa macrantha","Poaceae",78647,N,burke-wa-flora
"Poa marcida","Poaceae",167097,N,burke-wa-flora
"Poa nervosa","Poaceae",154141,N,burke-wa-flora
"Poa paucispicula","Poaceae",1046693,N,burke-wa-flora
"Poa pratensis","Poaceae",60307,N,burke-wa-flora
"Poa secunda","Poaceae",57198,N,burke-wa-flora
"Poa stenantha","Poaceae",143699,N,burke-wa-flora
"Poa suksdorfii","Poaceae",167107,N,burke-wa-flora
"Poa unilateralis","Poaceae",61070,N,burke-wa-flora
"Poa wheeleri","Poaceae",78658,N,burke-wa-flora
"Podagrostis aequivalvis","Poaceae",1632128,N,burke-wa-flora
"Podagrostis humilis","Poaceae",1586225,N,burke-wa-flora
"Podagrostis thurberiana","Poaceae",1586224,N,burke-wa-flora
"Polanisia dodecandra","Cleomaceae",78664,N,burke-wa-flora
"Polemonium californicum","Polemoniaceae",67525,N,burke-wa-flora
"Polemonium carneum","Polemoniaceae",78665,N,burke-wa-flora
"Polemonium elegans","Polemoniaceae",167160,N,burke-wa-flora
"Polemonium micranthum","Polemoniaceae",62583,N,burke-wa-flora
"Polemonium occidentale","Polemoniaceae",78667,N,burke-wa-flora
"Polemonium pectinatum","Polemoniaceae",167164,Y,burke-wa-flora
"Polemonium pulcherrimum","Polemoniaceae",78668,N,burke-wa-flora
"Polemonium viscosum","Polemoniaceae",126220,N,burke-wa-flora
"Polyctenium fremontii","Brassicaceae",78670,N,burke-wa-flora
"Polygonum achoreum","Polygonaceae",167223,N,burke-wa-flora
"Polygonum austiniae","Polygonaceae",78677,N,burke-wa-flora
