"canonical_name","family",inat_taxon_id,endemic,source
"Ericameria greenei","Asteraceae",76884,N,burke-wa-flora
"Ericameria nauseosa","Asteraceae",57934,N,burke-wa-flora
"Ericameria resinosa","Asteraceae",162437,N,burke-wa-flora
"Erigeron acris","Asteraceae",143666,N,burke-wa-flora
"Erigeron aliceae","Asteraceae",76896,N,burke-wa-flora
"Erigeron annuus","Asteraceae",76897,N,burke-wa-flora
"Erigeron aureus","Asteraceae",143667,N,burke-wa-flora
"Erigeron basalticus","Asteraceae",162451,Y,burke-wa-flora
"Erigeron bloomeri","Asteraceae",76903,N,burke-wa-flora
"Erigeron caespitosus","Asteraceae",325385,N,burke-wa-flora
"Erigeron canadensis","Asteraceae",76907,N,burke-wa-flora
"Erigeron chrysopsidis","Asteraceae",76909,N,burke-wa-flora
"Erigeron compositus","Asteraceae",76912,N,burke-wa-flora
"Erigeron corymbosus","Asteraceae",162462,N,burke-wa-flora
"Erigeron disparipilus","Asteraceae",162466,N,burke-wa-flora
"Erigeron eatonii","Asteraceae",76915,N,burke-wa-flora
"Erigeron elatus","Asteraceae",162468,N,burke-wa-flora
"Erigeron elegantulus","Asteraceae",76916,N,burke-wa-flora
"Erigeron filifolius","Asteraceae",76918,N,burke-wa-flora
"Erigeron flettii","Asteraceae",162473,Y,burke-wa-flora
"Erigeron glacialis","Asteraceae",76920,N,burke-wa-flora
"Erigeron grandiflorus","Asteraceae",162480,N,burke-wa-flora
"Erigeron howellii","Asteraceae",162484,N,burke-wa-flora
"Erigeron inornatus","Asteraceae",76922,N,burke-wa-flora
"Erigeron leibergii","Asteraceae",162496,N,burke-wa-flora
"Erigeron linearis","Asteraceae",76926,N,burke-wa-flora
"Erigeron lonchophyllus","Asteraceae",76927,N,burke-wa-flora
"Erigeron nivalis","Asteraceae",76932,N,burke-wa-flora
"Erigeron oreganus","Asteraceae",162510,N,burke-wa-flora
"Erigeron peregrinus","Asteraceae",133922,Y,burke-wa-flora
"Erigeron philadelphicus","Asteraceae",67820,N,burke-wa-flora
"Erigeron piperianus","Asteraceae",162515,Y,burke-wa-flora
"Erigeron poliospermus","Asteraceae",162517,Y,burke-wa-flora
"Erigeron pumilus","Asteraceae",76936,N,burke-wa-flora
"Erigeron salishii","Asteraceae",162528,N,burke-wa-flora
"Erigeron speciosus","Asteraceae",84732,N,burke-wa-flora
"Erigeron strigosus","Asteraceae",76942,N,burke-wa-flora
"Erigeron subtrinervis","Asteraceae",162538,N,burke-wa-flora
"Eriocoma hendersonii","Poaceae",1220377,N,burke-wa-flora
"Eriocoma hymenoides","Poaceae",1220378,N,burke-wa-flora
"Eriogonum baileyi","Polygonaceae",58267,N,burke-wa-flora
"Eriogonum cernuum","Polygonaceae",76973,N,burke-wa-flora
"Eriogonum codium","Polygonaceae",162592,Y,burke-wa-flora
"Eriogonum compositum","Polygonaceae",76976,Y,burke-wa-flora
"Eriogonum douglasii","Polygonaceae",76984,N,burke-wa-flora
"Eriogonum elatum","Polygonaceae",76986,N,burke-wa-flora
"Eriogonum flavum","Polygonaceae",133440,N,burke-wa-flora
"Eriogonum heracleoides","Polygonaceae",54897,N,burke-wa-flora
"Eriogonum maculatum","Polygonaceae",58277,N,burke-wa-flora
"Eriogonum marifolium","Polygonaceae",62679,N,burke-wa-flora
"Eriogonum microtheca","Polygonaceae",1286621,N,burke-wa-flora
"Eriogonum niveum","Polygonaceae",162640,N,burke-wa-flora
"Eriogonum nudum","Polygonaceae",53046,N,burke-wa-flora
"Eriogonum ovalifolium","Polygonaceae",48938,N,burke-wa-flora
"Eriogonum pyrolifolium","Polygonaceae",77025,N,burke-wa-flora
"Eriogonum sphaerocephalum","Polygonaceae",59239,N,burke-wa-flora
"Eriogonum strictum","Polygonaceae",77033,N,burke-wa-flora
"Eriogonum thymoides","Polygonaceae",162663,N,burke-wa-flora
"Eriogonum umbellatum","Polygonaceae",77040,Y,burke-wa-flora
"Eriogonum vimineum","Polygonaceae",57210,N,burke-wa-flora
"Eriophorum angustifolium","Cyperaceae",127215,N,burke-wa-flora
"Eriophorum chamissonis","Cyperaceae",162678,N,burke-wa-flora
"Eriophorum gracile","Cyperaceae",77045,N,burke-wa-flora
"Eriophorum viridicarinatum","Cyperaceae",162682,N,burke-wa-flora
"Eriophyllum lanatum","Asteraceae",77049,N,burke-wa-flora
"Eritrichium argenteum","Boraginaceae",769772,N,burke-wa-flora
"Eryngium articulatum","Apiaceae",60119,N,burke-wa-flora
"Eryngium petiolatum","Apiaceae",162709,N,burke-wa-flora
"Erysimum arenicola","Brassicaceae",84485,N,burke-wa-flora
"Erysimum capitatum","Brassicaceae",50628,N,burke-wa-flora
"Erysimum inconspicuum","Brassicaceae",162715,N,burke-wa-flora
"Erysimum occidentale","Brassicaceae",50629,N,burke-wa-flora
"Erythranthe alsinoides","Phrymaceae",771843,N,burke-wa-flora
"Erythranthe ampliata","Phrymaceae",706385,N,burke-wa-flora
"Erythranthe arvensis","Phrymaceae",771848,N,burke-wa-flora
"Erythranthe breviflora","Phrymaceae",771855,N,burke-wa-flora
"Erythranthe breweri","Phrymaceae",548766,N,burke-wa-flora
"Erythranthe caespitosa","Phrymaceae",474721,N,burke-wa-flora
"Erythranthe decora","Phrymaceae",771865,N,burke-wa-flora
"Erythranthe dentata","Phrymaceae",765338,N,burke-wa-flora
"Erythranthe floribunda","Phrymaceae",701582,N,burke-wa-flora
"Erythranthe grandis","Phrymaceae",771876,N,burke-wa-flora
"Erythranthe guttata","Phrymaceae",470643,N,burke-wa-flora
"Erythranthe inflatula","Phrymaceae",505348,N,burke-wa-flora
"Erythranthe jungermannioides","Phrymaceae",505349,N,burke-wa-flora
"Erythranthe lewisii","Phrymaceae",777190,N,burke-wa-flora
"Erythranthe microphylla","Phrymaceae",453717,N,burke-wa-flora
"Erythranthe moschata","Phrymaceae",453644,N,burke-wa-flora
"Erythranthe nasuta","Phrymaceae",545973,N,burke-wa-flora
"Erythranthe patula","Phrymaceae",505350,N,burke-wa-flora
"Erythranthe primuloides","Phrymaceae",635401,N,burke-wa-flora
"Erythranthe ptilota","Phrymaceae",771908,N,burke-wa-flora
"Erythranthe pulsiferae","Phrymaceae",601921,N,burke-wa-flora
"Erythranthe scouleri","Phrymaceae",771911,N,burke-wa-flora
"Erythranthe suksdorfii","Phrymaceae",533374,N,burke-wa-flora
"Erythranthe washingtonensis","Phrymaceae",1358886,N,burke-wa-flora
"Erythronium grandiflorum","Liliaceae",60496,N,burke-wa-flora
"Erythronium montanum","Liliaceae",60505,N,burke-wa-flora
"Erythronium oregonum","Liliaceae",59520,N,burke-wa-flora
"Erythronium quinaultense","Liliaceae",162724,Y,burke-wa-flora
"Erythronium revolutum","Liliaceae",77081,N,burke-wa-flora
"Euonymus occidentalis","Celastraceae",64542,N,burke-wa-flora
"Euphorbia glyptosperma","Euphorbiaceae",204318,N,burke-wa-flora
"Euphorbia serpillifolia","Euphorbiaceae",550259,N,burke-wa-flora
"Euphorbia spathulata","Euphorbiaceae",58894,N,burke-wa-flora
"Eurybia conspicua","Asteraceae",162879,N,burke-wa-flora
"Eurybia integrifolia","Asteraceae",77123,N,burke-wa-flora
"Eurybia merita","Asteraceae",77124,N,burke-wa-flora
"Eurybia radulina","Asteraceae",52974,N,burke-wa-flora
"Eurybia sibirica","Asteraceae",162890,N,burke-wa-flora
"Euthamia occidentalis","Asteraceae",58826,N,burke-wa-flora
"Eutrochium maculatum","Asteraceae",117440,N,burke-wa-flora
"Festuca brachyphylla","Poaceae",77135,N,burke-wa-flora
"Festuca californica","Poaceae",57169,N,burke-wa-flora
"Festuca campestris","Poaceae",162944,N,burke-wa-flora
"Festuca idahoensis","Poaceae",61200,N,burke-wa-flora
"Festuca microstachys","Poaceae",77138,N,burke-wa-flora
"Festuca occidentalis","Poaceae",59091,N,burke-wa-flora
"Festuca roemeri","Poaceae",162962,N,burke-wa-flora
"Festuca rubra","Poaceae",61061,N,burke-wa-flora
"Festuca saximontana","Poaceae",77144,N,burke-wa-flora
"Festuca subulata","Poaceae",77145,N,burke-wa-flora
"Festuca subuliflora","Poaceae",77146,N,burke-wa-flora
"Festuca viridula","Poaceae",77149,N,burke-wa-flora
"Festuca washingtonica","Poaceae",162967,N,burke-wa-flora
"Filipendula occidentalis","Rosaceae",162976,N,burke-wa-flora
"Floerkea proserpinacoides","Limnanthaceae",69648,N,burke-wa-flora
"Fragaria chiloensis","Rosaceae",55367,N,burke-wa-flora
"Fragaria vesca","Rosaceae",50298,N,burke-wa-flora
"Fragaria virginiana","Rosaceae",77155,N,burke-wa-flora
"Frangula purshiana","Rhamnaceae",77156,N,burke-wa-flora
"Frasera albicaulis","Gentianaceae",77160,N,burke-wa-flora
"Frasera fastigiata","Gentianaceae",163075,N,burke-wa-flora
"Frasera speciosa","Gentianaceae",56352,N,burke-wa-flora
"Fraxinus latifolia","Oleaceae",63878,N,burke-wa-flora
"Fritillaria affinis","Liliaceae",50618,N,burke-wa-flora
"Fritillaria camschatcensis","Liliaceae",128770,N,burke-wa-flora
"Fritillaria pudica","Liliaceae",77177,N,burke-wa-flora
"Gaillardia aristata","Asteraceae",77183,N,burke-wa-flora
"Galium aparine","Rubiaceae",1403902,N,burke-wa-flora
"Galium bifolium","Rubiaceae",77186,N,burke-wa-flora
"Galium boreale","Rubiaceae",77188,N,burke-wa-flora
"Galium kamtschaticum","Rubiaceae",163179,N,burke-wa-flora
"Galium mexicanum","Rubiaceae",77205,N,burke-wa-flora
"Galium oreganum","Rubiaceae",77210,N,burke-wa-flora
"Galium palustre","Rubiaceae",163184,N,burke-wa-flora
"Galium serpenticum","Rubiaceae",77213,N,burke-wa-flora
"Galium trifidum","Rubiaceae",77216,N,burke-wa-flora
"Galium triflorum","Rubiaceae",53065,N,burke-wa-flora
"Gamochaeta ustulata","Asteraceae",77224,N,burke-wa-flora
"Garrya fremontii","Garryaceae",56202,N,burke-wa-flora
"Gaultheria hispidula","Ericaceae",53460,N,burke-wa-flora
"Gaultheria humifusa","Ericaceae",77227,N,burke-wa-flora
"Gaultheria ovatifolia","Ericaceae",77228,N,burke-wa-flora
"Gaultheria shallon","Ericaceae",48441,N,burke-wa-flora
"Gayophytum decipiens","Onagraceae",77229,N,burke-wa-flora
"Gayophytum diffusum","Onagraceae",77230,N,burke-wa-flora
"Gayophytum heterozygum","Onagraceae",77232,N,burke-wa-flora
"Gayophytum humile","Onagraceae",77233,N,burke-wa-flora
"Gayophytum racemosum","Onagraceae",77235,N,burke-wa-flora
"Gayophytum ramosissimum","Onagraceae",77236,N,burke-wa-flora
"Gentiana affinis","Gentianaceae",67805,N,burke-wa-flora
"Gentiana calycosa","Gentianaceae",56350,N,burke-wa-flora
"Gentiana douglasiana","Gentianaceae",163228,N,burke-wa-flora
"Gentiana glauca","Gentianaceae",144087,N,burke-wa-flora
"Gentiana sceptrum","Gentianaceae",77244,N,burke-wa-flora
"Gentianella amarella","Gentianaceae",60389,N,burke-wa-flora
"Geocaulon lividum","Santalaceae",163253,N,burke-wa-flora
"Geranium bicknellii","Geraniaceae",77251,N,burke-wa-flora
"Geranium carolinianum","Geraniaceae",58917,N,burke-wa-flora
"Geranium oreganum","Geraniaceae",77256,N,burke-wa-flora
"Geranium richardsonii","Geraniaceae",77260,N,burke-wa-flora
"Geranium viscosissimum","Geraniaceae",77264,N,burke-wa-flora
"Geum aleppicum","Rosaceae",77265,N,burke-wa-flora
"Geum macrophyllum","Rosaceae",77266,N,burke-wa-flora
"Geum rivale","Rosaceae",55750,N,burke-wa-flora
"Geum rossii","Rosaceae",163276,N,burke-wa-flora
"Geum triflorum","Rosaceae",57460,N,burke-wa-flora
"Gilia capitata","Polemoniaceae",57793,N,burke-wa-flora
"Gilia inconspicua","Polemoniaceae",77269,N,burke-wa-flora
"Gilia sinuata","Polemoniaceae",77276,N,burke-wa-flora
"Githopsis specularioides","Campanulaceae",58867,N,burke-wa-flora
"Glossopetalon spinescens","Crossosomataceae",77286,N,burke-wa-flora
"Glyceria borealis","Poaceae",77287,N,burke-wa-flora
"Glyceria elata","Poaceae",77289,N,burke-wa-flora
"Glyceria grandis","Poaceae",77291,N,burke-wa-flora
"Glyceria leptostachya","Poaceae",77292,N,burke-wa-flora
"Glyceria occidentalis","Poaceae",61060,N,burke-wa-flora
"Glyceria striata","Poaceae",77293,N,burke-wa-flora
"Glycyrrhiza lepidota","Fabaceae",58896,N,burke-wa-flora
"Gnaphalium palustre","Asteraceae",57980,N,burke-wa-flora
"Goodyera oblongifolia","Orchidaceae",50719,N,burke-wa-flora
"Graphephorum wolfii","Poaceae",361652,N,burke-wa-flora
"Gratiola ebracteata","Plantaginaceae",77300,N,burke-wa-flora
"Gratiola neglecta","Plantaginaceae",77301,N,burke-wa-flora
"Grayia spinosa","Amaranthaceae",58128,N,burke-wa-flora
"Greeneocharis circumscissa","Boraginaceae",769898,N,burke-wa-flora
"Grindelia hirsutula","Asteraceae",55364,N,burke-wa-flora
"Grindelia integrifolia","Asteraceae",124526,N,burke-wa-flora
"Grindelia nana","Asteraceae",77304,N,burke-wa-flora
"Grindelia squarrosa","Asteraceae",77305,N,burke-wa-flora
"Grindelia stricta","Asteraceae",61992,N,burke-wa-flora
"Gutierrezia sarothrae","Asteraceae",77312,N,burke-wa-flora
"Hackelia ciliata","Boraginaceae",163486,N,burke-wa-flora
"Hackelia cinerea","Boraginaceae",163487,N,burke-wa-flora
"Hackelia diffusa","Boraginaceae",163491,Y,burke-wa-flora
"Hackelia floribunda","Boraginaceae",77322,N,burke-wa-flora
"Hackelia hispida","Boraginaceae",163494,Y,burke-wa-flora
"Hackelia micrantha","Boraginaceae",77323,N,burke-wa-flora
"Hackelia taylorii","Boraginaceae",769919,Y,burke-wa-flora
"Hackelia venusta","Boraginaceae",163500,Y,burke-wa-flora
"Halerpestes cymbalaria","Ranunculaceae",941891,N,burke-wa-flora
"Harrimanella stelleriana","Ericaceae",144145,N,burke-wa-flora
"Hedysarum occidentale","Fabaceae",163581,N,burke-wa-flora
"Hedysarum sulphurescens","Fabaceae",163582,N,burke-wa-flora
"Helenium autumnale","Asteraceae",77349,N,burke-wa-flora
"Helianthella uniflora","Asteraceae",117515,N,burke-wa-flora
"Helianthus annuus","Asteraceae",57983,N,burke-wa-flora
"Helianthus cusickii","Asteraceae",77354,N,burke-wa-flora
"Helianthus nuttallii","Asteraceae",77359,N,burke-wa-flora
"Heliotropium curassavicum","Heliotropiaceae",58058,N,burke-wa-flora
"Hemitomes congestum","Ericaceae",54663,N,burke-wa-flora
"Hemizonella minima","Asteraceae",77367,N,burke-wa-flora
"Heracleum maximum","Apiaceae",53094,N,burke-wa-flora
"Hesperochiron pumilus","Hydrophyllaceae",77372,N,burke-wa-flora
"Hesperostipa comata","Poaceae",157659,N,burke-wa-flora
"Heteranthera dubia","Pontederiaceae",77393,N,burke-wa-flora
"Heterocodon rariflorus","Campanulaceae",1639004,N,burke-wa-flora
"Heterotheca oregona","Asteraceae",77396,N,burke-wa-flora
"Heterotheca villosa","Asteraceae",1466398,N,burke-wa-flora
"Heuchera chlorantha","Saxifragaceae",163733,N,burke-wa-flora
"Heuchera cylindrica","Saxifragaceae",77403,N,burke-wa-flora
"Heuchera glabra","Saxifragaceae",128868,N,burke-wa-flora
"Heuchera grossulariifolia","Saxifragaceae",163739,N,burke-wa-flora
"Heuchera micrantha","Saxifragaceae",51274,N,burke-wa-flora
"Hieracium albiflorum","Asteraceae",63937,N,burke-wa-flora
"Hieracium longiberbe","Asteraceae",163789,N,burke-wa-flora
"Hieracium scouleri","Asteraceae",77418,N,burke-wa-flora
"Hieracium triste","Asteraceae",77419,N,burke-wa-flora
"Hieracium umbellatum","Asteraceae",55909,N,burke-wa-flora
"Hippuris montana","Plantaginaceae",163814,N,burke-wa-flora
"Hippuris vulgaris","Plantaginaceae",77422,N,burke-wa-flora
"Holodiscus discolor","Rosaceae",53414,N,burke-wa-flora
"Honckenya peploides","Caryophyllaceae",129446,N,burke-wa-flora
"Hordeum brachyantherum","Poaceae",57173,N,burke-wa-flora
"Hordeum depressum","Poaceae",58378,N,burke-wa-flora
"Hordeum jubatum","Poaceae",60287,N,burke-wa-flora
"Hordeum pusillum","Poaceae",129018,N,burke-wa-flora
"Horkelia fusca","Rosaceae",77437,N,burke-wa-flora
"Hosackia crassifolia","Fabaceae",77455,N,burke-wa-flora
"Hosackia gracilis","Fabaceae",50841,N,burke-wa-flora
"Hosackia pinnata","Fabaceae",77457,N,burke-wa-flora
"Hosackia rosea","Fabaceae",77458,N,burke-wa-flora
"Howellia aquatilis","Campanulaceae",77461,N,burke-wa-flora
"Hulsea nana","Asteraceae",77466,N,burke-wa-flora
"Hydrocotyle ranunculoides","Araliaceae",60951,N,burke-wa-flora
"Hydrophyllum capitatum","Hydrophyllaceae",77469,N,burke-wa-flora
"Hydrophyllum fendleri","Hydrophyllaceae",77470,N,burke-wa-flora
"Hydrophyllum tenuipes","Hydrophyllaceae",77472,N,burke-wa-flora
"Hymenopappus filifolius","Asteraceae",77473,N,burke-wa-flora
"Hypericum anagalloides","Hypericaceae",61032,N,burke-wa-flora
"Hypericum majus","Hypericaceae",154323,N,burke-wa-flora
"Hypericum scouleri","Hypericaceae",77484,N,burke-wa-flora
"Idahoa scapigera","Brassicaceae",77486,N,burke-wa-flora
"Iliamna longisepala","Malvaceae",164049,Y,burke-wa-flora
"Iliamna rivularis","Malvaceae",77489,N,burke-wa-flora
"Impatiens aurella","Balsaminaceae",164052,N,burke-wa-flora
"Impatiens ecornuta","Balsaminaceae",453101,N,burke-wa-flora
"Impatiens noli-tangere","Balsaminaceae",85492,N,burke-wa-flora
"Ionactis stenomeres","Asteraceae",164073,N,burke-wa-flora
"Ipomopsis aggregata","Polemoniaceae",52136,N,burke-wa-flora
"Ipomopsis congesta","Polemoniaceae",77498,N,burke-wa-flora
"Iris missouriensis","Iridaceae",57730,N,burke-wa-flora
"Iris tenax","Iridaceae",57727,N,burke-wa-flora
"Isolepis cernua","Cyperaceae",60257,N,burke-wa-flora
"Iva axillaris","Asteraceae",58837,N,burke-wa-flora
"Ivesia gordonii","Rosaceae",77525,N,burke-wa-flora
"Ivesia tweedyi","Rosaceae",144081,N,burke-wa-flora
"Jaumea carnosa","Asteraceae",60969,N,burke-wa-flora
"Juncus acuminatus","Juncaceae",77549,N,burke-wa-flora
"Juncus alpinoarticulatus","Juncaceae",164252,N,burke-wa-flora
"Juncus articulatus","Juncaceae",77552,N,burke-wa-flora
"Juncus balticus","Juncaceae",58347,N,burke-wa-flora
"Juncus bolanderi","Juncaceae",77553,N,burke-wa-flora
"Juncus breweri","Juncaceae",77555,N,burke-wa-flora
"Juncus bufonius","Juncaceae",57107,N,burke-wa-flora
"Juncus confusus","Juncaceae",77559,N,burke-wa-flora
"Juncus covillei","Juncaceae",77561,N,burke-wa-flora
"Juncus drummondii","Juncaceae",77565,N,burke-wa-flora
"Juncus dudleyi","Juncaceae",77567,N,burke-wa-flora
"Juncus effusus","Juncaceae",1536756,N,burke-wa-flora
"Juncus ensifolius","Juncaceae",77569,N,burke-wa-flora
"Juncus falcatus","Juncaceae",77571,N,burke-wa-flora
"Juncus filiformis","Juncaceae",164262,N,burke-wa-flora
"Juncus gerardi","Juncaceae",320881,N,burke-wa-flora
"Juncus hemiendytus","Juncaceae",77573,N,burke-wa-flora
"Juncus hesperius","Juncaceae",77574,N,burke-wa-flora
"Juncus howellii","Juncaceae",77575,N,burke-wa-flora
"Juncus interior","Juncaceae",77576,N,burke-wa-flora
"Juncus kelloggii","Juncaceae",64186,N,burke-wa-flora
"Juncus laccatus","Juncaceae",77577,N,burke-wa-flora
"Juncus longistylis","Juncaceae",71074,N,burke-wa-flora
"Juncus mertensianus","Juncaceae",77584,N,burke-wa-flora
"Juncus nevadensis","Juncaceae",77585,N,burke-wa-flora
"Juncus nodosus","Juncaceae",77586,N,burke-wa-flora
"Juncus occidentalis","Juncaceae",61826,N,burke-wa-flora
"Juncus orthophyllus","Juncaceae",77587,N,burke-wa-flora
"Juncus oxymeris","Juncaceae",77588,N,burke-wa-flora
"Juncus parryi","Juncaceae",77589,N,burke-wa-flora
"Juncus patens","Juncaceae",52798,N,burke-wa-flora
"Juncus regelii","Juncaceae",77591,N,burke-wa-flora
"Juncus saximontanus","Juncaceae",77593,N,burke-wa-flora
"Juncus supiniformis","Juncaceae",77594,N,burke-wa-flora
"Juncus tenuis","Juncaceae",69930,N,burke-wa-flora
"Juncus tiehmii","Juncaceae",77595,N,burke-wa-flora
"Juncus torreyi","Juncaceae",77596,N,burke-wa-flora
"Juncus trilocularis","Juncaceae",878149,N,burke-wa-flora
"Juncus tweedyi","Juncaceae",1541523,N,burke-wa-flora
"Juncus uncialis","Juncaceae",60262,N,burke-wa-flora
"Juncus vaseyi","Juncaceae",164292,N,burke-wa-flora
"Kalmia microphylla","Ericaceae",67810,N,burke-wa-flora
"Kalmia procumbens","Ericaceae",204337,N,burke-wa-flora
"Kelloggia galioides","Rubiaceae",77605,N,burke-wa-flora
"Koeleria macrantha","Poaceae",57183,N,burke-wa-flora
"Koeleria spicata","Poaceae",1538791,N,burke-wa-flora
"Kopsiopsis hookeri","Orobanchaceae",77611,N,burke-wa-flora
"Krascheninnikovia lanata","Amaranthaceae",52113,N,burke-wa-flora
"Lactuca biennis","Asteraceae",77616,N,burke-wa-flora
"Lactuca tatarica","Asteraceae",77617,N,burke-wa-flora
"Ladeania lanceolata","Fabaceae",77618,N,burke-wa-flora
"Lagophylla ramosissima","Asteraceae",56965,N,burke-wa-flora
"Lappula montana","Boraginaceae",1100125,N,burke-wa-flora
"Lappula occidentalis","Boraginaceae",148438,N,burke-wa-flora
"Lasthenia glaberrima","Asteraceae",60137,N,burke-wa-flora
"Lasthenia maritima","Asteraceae",64253,N,burke-wa-flora
"Lasthenia minor","Asteraceae",58002,N,burke-wa-flora
"Lathrocasis tenerrima","Polemoniaceae",77632,N,burke-wa-flora
"Lathyrus holochlorus","Fabaceae",164438,N,burke-wa-flora
"Lathyrus japonicus","Fabaceae",77638,N,burke-wa-flora
"Lathyrus lanszwertii","Fabaceae",77639,N,burke-wa-flora
"Lathyrus littoralis","Fabaceae",61005,N,burke-wa-flora
"Lathyrus nevadensis","Fabaceae",77640,N,burke-wa-flora
"Lathyrus ochroleucus","Fabaceae",164440,N,burke-wa-flora
"Lathyrus palustris","Fabaceae",77642,N,burke-wa-flora
"Lathyrus pauciflorus","Fabaceae",164441,N,burke-wa-flora
"Lathyrus polyphyllus","Fabaceae",77643,N,burke-wa-flora
"Lathyrus torreyi","Fabaceae",77647,N,burke-wa-flora
"Lathyrus vestitus","Fabaceae",50320,N,burke-wa-flora
"Layia glandulosa","Asteraceae",58003,N,burke-wa-flora
"Leersia oryzoides","Poaceae",64177,N,burke-wa-flora
"Lemna minor","Araceae",54518,N,burke-wa-flora
"Lemna minuta","Araceae",59076,N,burke-wa-flora
"Lemna trisulca","Araceae",77655,N,burke-wa-flora
"Lemna turionifera","Araceae",77656,N,burke-wa-flora
"Lepidium densiflorum","Brassicaceae",77666,N,burke-wa-flora
"Lepidium dictyotum","Brassicaceae",58080,N,burke-wa-flora
"Lepidium nitidum","Brassicaceae",47202,N,burke-wa-flora
"Lepidium oxycarpum","Brassicaceae",60155,N,burke-wa-flora
"Lepidium ramosissimum","Brassicaceae",77674,N,burke-wa-flora
"Lepidium virginicum","Brassicaceae",77676,N,burke-wa-flora
"Leptarrhena pyrolifolia","Saxifragaceae",128870,N,burke-wa-flora
"Leptosiphon bicolor","Polemoniaceae",64245,N,burke-wa-flora
"Leptosiphon bolanderi","Polemoniaceae",77682,N,burke-wa-flora
"Leptosiphon harknessii","Polemoniaceae",1491326,N,burke-wa-flora
"Leptosiphon liniflorus","Polemoniaceae",64244,N,burke-wa-flora
"Leptosiphon minimus","Polemoniaceae",77693,N,burke-wa-flora
"Leptosiphon nuttallii","Polemoniaceae",77696,N,burke-wa-flora
"Leptosiphon septentrionalis","Polemoniaceae",77702,N,burke-wa-flora
"Lewisia columbiana","Montiaceae",144056,N,burke-wa-flora
"Lewisia nevadensis","Montiaceae",77730,N,burke-wa-flora
"Lewisia pygmaea","Montiaceae",77732,N,burke-wa-flora
"Lewisia rediviva","Montiaceae",47360,N,burke-wa-flora
"Lewisia triphylla","Montiaceae",62363,N,burke-wa-flora
"Lewisiopsis tweedyi","Montiaceae",854075,N,burke-wa-flora
"Leymus cinereus","Poaceae",164672,N,burke-wa-flora
"Leymus condensatus","Poaceae",164673,N,burke-wa-flora
"Leymus flavescens","Poaceae",164674,N,burke-wa-flora
"Leymus mollis","Poaceae",61067,N,burke-wa-flora
"Leymus triticoides","Poaceae",57184,N,burke-wa-flora
"Ligusticum apiifolium","Apiaceae",59298,N,burke-wa-flora
"Ligusticum canbyi","Apiaceae",223654,N,burke-wa-flora
"Ligusticum grayi","Apiaceae",77738,N,burke-wa-flora
"Lilaeopsis occidentalis","Apiaceae",77742,N,burke-wa-flora
"Lilium columbianum","Liliaceae",77744,N,burke-wa-flora
"Limosella acaulis","Scrophulariaceae",61107,N,burke-wa-flora
"Limosella aquatica","Scrophulariaceae",59016,N,burke-wa-flora
"Linanthus pungens","Polemoniaceae",52148,N,burke-wa-flora
"Linaria canadensis","Plantaginaceae",287345,N,burke-wa-flora
"Linaria texana","Plantaginaceae",209238,N,burke-wa-flora
"Lindernia dubia","Linderniaceae",77779,N,burke-wa-flora
"Linnaea borealis","Linnaeaceae",77780,N,burke-wa-flora
"Linum digynum","Linaceae",1608110,N,burke-wa-flora
"Linum lewisii","Linaceae",60490,N,burke-wa-flora
"Liparis loeselii","Orchidaceae",131226,N,burke-wa-flora
"Lithophragma glabrum","Saxifragaceae",77789,N,burke-wa-flora
"Lithophragma parviflorum","Saxifragaceae",77791,N,burke-wa-flora
"Lithophragma tenellum","Saxifragaceae",77792,N,burke-wa-flora
"Lithospermum incisum","Boraginaceae",59924,N,burke-wa-flora
"Lithospermum ruderale","Boraginaceae",77795,N,burke-wa-flora
"Lobelia dortmanna","Campanulaceae",62352,N,burke-wa-flora
"Lobelia kalmii","Campanulaceae",118773,N,burke-wa-flora
"Loeflingia squarrosa","Caryophyllaceae",58105,N,burke-wa-flora
"Lomatium ambiguum","Apiaceae",164714,N,burke-wa-flora
"Lomatium anomalum","Apiaceae",1522272,N,burke-wa-flora
"Lomatium bicolor","Apiaceae",77801,N,burke-wa-flora
"Lomatium bradshawii","Apiaceae",164718,N,burke-wa-flora
"Lomatium brandegeei","Apiaceae",164719,N,burke-wa-flora
"Lomatium brevifolium","Apiaceae",1521903,N,burke-wa-flora
"Lomatium canbyi","Apiaceae",77802,N,burke-wa-flora
"Lomatium columbianum","Apiaceae",164720,N,burke-wa-flora
"Lomatium cous","Apiaceae",164723,N,burke-wa-flora
"Lomatium cuspidatum","Apiaceae",164725,Y,burke-wa-flora
"Lomatium dissectum","Apiaceae",77805,N,burke-wa-flora
"Lomatium farinosum","Apiaceae",164729,N,burke-wa-flora
"Lomatium geyeri","Apiaceae",164730,N,burke-wa-flora
"Lomatium gormanii","Apiaceae",164731,N,burke-wa-flora
"Lomatium grayi","Apiaceae",77808,N,burke-wa-flora
"Lomatium klickitatense","Apiaceae",1234068,N,burke-wa-flora
"Lomatium knokei","Apiaceae",851555,Y,burke-wa-flora
"Lomatium laevigatum","Apiaceae",164736,N,burke-wa-flora
"Lomatium linearifolium","Apiaceae",1236021,N,burke-wa-flora
"Lomatium lithosolamans","Apiaceae",1235247,Y,burke-wa-flora
"Lomatium macrocarpum","Apiaceae",56826,N,burke-wa-flora
"Lomatium martindalei","Apiaceae",77816,N,burke-wa-flora
"Lomatium multifidum","Apiaceae",1240407,N,burke-wa-flora
